shipping_id,order_id,shipping_date,shipping_method,shipping_status
1270,3647,2025-05-08,Express,Pending
1271,2874,2023-08-15,Same-day,Pending
1272,1637,2025-01-06,Express,Pending
1273,2442,2024-02-23,Express,Shipped
1274,724,2025-03-05,Standard,Lost
1275,623,2024-02-05,Express,Delivered
1276,2598,2024-01-14,Standard,Delivered
1277,3860,2024-12-18,Express,Delivered
1278,1702,2024-01-13,Same-day,Pending
1279,1704,2024-02-25,Express,Pending
1280,487,2024-06-19,Express,Lost
1281,4820,2023-11-12,Express,Lost
1282,477,2025-01-19,Standard,Lost
1283,265,2024-10-06,Same-day,Lost
1284,382,2025-02-18,Express,Delivered
1285,4678,2025-05-11,Express,Pending
1286,2276,2025-06-04,Express,Pending
1287,275,2025-01-13,Same-day,Pending
1288,3351,2024-04-27,Standard,Delivered
1289,3053,2024-11-04,Express,Delivered
1290,3264,2024-01-07,Same-day,Pending
1291,2926,2024-05-10,Same-day,Pending
1292,4148,2024-09-02,Express,Lost
1293,1229,2024-09-13,Standard,Pending
1294,1984,2023-12-23,Standard,Pending
1295,2380,2024-01-02,Standard,Lost
1296,2158,2025-03-03,Express,Pending
1297,2814,2024-05-16,Same-day,Lost
1298,2001,2024-05-04,Standard,Pending
1299,4304,2024-02-07,Standard,Shipped
1300,2733,2024-06-15,Express,Delivered
1301,3463,2024-07-12,Standard,Shipped
1302,2994,2024-05-26,Standard,Shipped
1303,2016,2025-03-19,Same-day,Shipped
1304,2802,2024-11-29,Express,Pending
1305,1477,2023-08-04,Same-day,Lost
1306,1641,2024-05-02,Same-day,Shipped
1307,1067,2024-03-24,Same-day,Lost
1308,3372,2024-09-19,Standard,Lost
1309,3522,2024-12-26,Standard,Pending
1310,262,2025-04-02,Same-day,Shipped
1311,111,2024-04-14,Same-day,Delivered
1312,302,2024-04-17,Same-day,Pending
1313,2132,2025-06-25,Standard,Delivered
1314,3821,2023-09-19,Express,Lost
1315,237,2024-12-26,Same-day,Lost
1316,4675,2024-01-29,Express,Delivered
1317,645,2025-03-21,Standard,Pending
1318,575,2025-04-23,Standard,Lost
1319,491,2025-02-21,Same-day,Shipped
1320,2012,2024-04-13,Same-day,Delivered
1321,2521,2025-01-07,Express,Delivered
1322,4792,2025-01-31,Standard,Lost
1323,2963,2023-08-24,Standard,Pending
1324,3453,2024-01-30,Express,Shipped
1325,638,2024-03-26,Express,Shipped
1326,645,2025-07-20,Express,Delivered
1327,4916,2024-06-24,Standard,Pending
1328,4898,2023-11-04,Standard,Shipped
1329,4112,2025-07-13,Express,Pending
1330,4651,2024-08-09,Same-day,Shipped
1331,4847,2024-02-03,Same-day,Lost
1332,3270,2025-07-12,Express,Pending
1333,2576,2024-04-29,Express,Shipped
1334,659,2024-05-10,Same-day,Delivered
1335,711,2024-05-27,Express,Shipped
1336,4487,2024-01-13,Express,Lost
1337,834,2024-06-19,Same-day,Pending
1338,2608,2025-02-04,Same-day,Pending
1339,4116,2024-08-21,Standard,Lost
1340,1762,2024-07-31,Same-day,Lost
1341,3669,2025-05-23,Standard,Pending
1342,2267,2024-10-16,Standard,Shipped
1343,3292,2025-04-19,Standard,Pending
1344,3493,2025-01-23,Same-day,Lost
1345,627,2024-10-15,Express,Pending
1346,2556,2024-02-13,Standard,Delivered
1347,2511,2023-08-25,Standard,Shipped
1348,3854,2024-06-18,Express,Delivered
1349,3676,2024-05-22,Standard,Delivered
1350,3483,2024-11-13,Same-day,Shipped
1351,762,2023-10-23,Same-day,Pending
1352,4184,2024-07-31,Express,Lost
1353,3346,2024-11-13,Same-day,Delivered
1354,4188,2024-02-20,Standard,Shipped
1355,3989,2024-07-27,Standard,Pending
1356,1,2024-11-11,Same-day,Lost
1357,2300,2023-11-16,Express,Shipped
1358,3782,2023-11-07,Standard,Shipped
1359,4781,2024-03-08,Express,Shipped
1360,3372,2025-01-25,Same-day,Lost
1361,3276,2024-08-13,Standard,Pending
1362,3141,2024-08-02,Same-day,Pending
1363,4486,2025-05-27,Express,Shipped
1364,1207,2025-03-20,Standard,Lost
1365,130,2024-11-15,Standard,Shipped
1366,3055,2023-07-29,Standard,Pending
1367,1091,2025-01-09,Standard,Shipped
1368,3022,2025-04-28,Express,Delivered
1369,3311,2024-08-03,Standard,Delivered
1370,2811,2024-12-18,Standard,Pending
1371,4919,2024-09-18,Express,Pending
1372,4802,2025-06-01,Express,Delivered
1373,3072,2023-12-23,Same-day,Lost
1374,138,2024-03-07,Express,Shipped
1375,4316,2024-09-13,Express,Pending
1376,556,2025-03-21,Express,Pending
1377,2263,2025-02-23,Same-day,Pending
1378,1345,2025-05-26,Same-day,Shipped
1379,1907,2024-01-26,Same-day,Delivered
1380,1897,2024-01-05,Same-day,Lost
1381,30,2024-04-30,Same-day,Delivered
1382,1479,2025-06-18,Standard,Shipped
1383,4705,2024-10-29,Same-day,Lost
1384,1524,2025-05-08,Same-day,Delivered
1385,4067,2025-05-31,Standard,Lost
1386,3464,2024-04-30,Standard,Shipped
1387,2342,2024-07-25,Express,Pending
1388,143,2024-11-26,Express,Pending
1389,2585,2025-07-05,Same-day,Pending
1390,2280,2024-03-11,Same-day,Shipped
1391,3942,2023-11-24,Standard,Shipped
1392,1983,2024-07-05,Same-day,Lost
1393,4383,2025-06-04,Express,Shipped
1394,3460,2023-09-03,Standard,Delivered
1395,1432,2024-08-09,Standard,Shipped
1396,1275,2024-09-27,Same-day,Lost
1397,550,2024-07-16,Express,Delivered
1398,2076,2024-11-08,Same-day,Shipped
1399,449,2024-10-06,Same-day,Pending
1400,2905,2025-01-02,Standard,Delivered
1401,551,2023-07-29,Same-day,Shipped
1402,1772,2024-11-05,Express,Pending
1403,723,2023-08-17,Same-day,Shipped
1404,4358,2025-07-04,Express,Shipped
1405,3183,2025-06-19,Same-day,Lost
1406,3081,2025-05-21,Express,Lost
1407,265,2025-01-25,Express,Lost
1408,2526,2023-10-28,Express,Delivered
1409,3970,2024-10-03,Standard,Lost
1410,2520,2024-01-02,Standard,Delivered
1411,3696,2024-02-18,Same-day,Delivered
1412,1996,2024-07-29,Standard,Delivered
1413,1747,2023-11-07,Same-day,Shipped
1414,4521,2024-04-22,Express,Delivered
1415,4840,2023-09-12,Standard,Shipped
1416,740,2024-12-30,Standard,Delivered
1417,2076,2024-11-15,Express,Delivered
1418,3718,2024-06-25,Same-day,Shipped
1419,4099,2024-09-27,Standard,Delivered
1420,2782,2024-09-15,Standard,Lost
1421,1374,2024-06-19,Express,Pending
1422,2140,2025-02-06,Express,Pending
1423,3730,2025-05-11,Same-day,Lost
1424,2452,2024-08-24,Same-day,Lost
1425,2478,2023-11-19,Standard,Delivered
1426,1051,2024-11-17,Same-day,Lost
1427,22,2023-08-18,Same-day,Pending
1428,1540,2024-11-02,Express,Lost
1429,2682,2024-06-08,Standard,Pending
1430,4962,2024-08-19,Express,Lost
1431,2151,2024-01-01,Same-day,Delivered
1432,2311,2025-04-29,Same-day,Shipped
1433,845,2024-10-29,Standard,Shipped
1434,137,2025-06-13,Standard,Delivered
1435,1364,2025-06-04,Standard,Pending
1436,1851,2024-02-14,Same-day,Shipped
1437,4134,2025-06-28,Standard,Delivered
1438,3940,2024-08-19,Standard,Pending
1439,1849,2023-08-03,Express,Delivered
1440,2928,2023-12-16,Same-day,Delivered
1441,673,2023-09-15,Standard,Shipped
1442,4402,2024-04-21,Express,Delivered
1443,3329,2023-08-03,Express,Lost
1444,3389,2023-10-13,Express,Pending
1445,2541,2024-04-01,Express,Shipped
1446,4071,2024-09-05,Same-day,Lost
1447,3925,2023-08-17,Express,Lost
1448,2478,2024-08-20,Express,Delivered
1449,783,2025-04-26,Express,Pending
1450,1670,2024-04-01,Express,Delivered
1451,739,2023-09-11,Same-day,Pending
1452,1668,2023-11-23,Express,Delivered
1453,3003,2024-12-02,Same-day,Shipped
1454,626,2024-05-27,Express,Lost
1455,4141,2024-06-11,Same-day,Lost
1456,1540,2024-04-17,Express,Lost
1457,71,2024-08-22,Standard,Delivered
1458,1158,2023-09-12,Express,Shipped
1459,2911,2024-10-01,Standard,Lost
1460,4212,2025-04-22,Express,Lost
1461,3063,2024-07-20,Standard,Delivered
1462,1603,2024-03-07,Standard,Delivered
1463,2192,2024-01-11,Standard,Lost
1464,3428,2024-09-26,Express,Delivered
1465,2608,2025-06-13,Standard,Shipped
1466,4379,2024-11-10,Standard,Shipped
1467,644,2024-07-07,Express,Shipped
1468,2862,2025-01-27,Express,Lost
1469,1721,2024-04-02,Express,Lost
1470,4320,2025-01-18,Standard,Lost
1471,4408,2024-08-11,Same-day,Pending
1472,2988,2023-11-13,Express,Lost
1473,1375,2024-12-09,Express,Delivered
1474,975,2023-12-19,Express,Shipped
1475,4006,2024-08-06,Standard,Lost
1476,4509,2023-07-26,Standard,Pending
1477,4935,2024-11-04,Express,Lost
1478,2686,2024-04-29,Express,Delivered
1479,2816,2025-01-04,Same-day,Pending
1480,475,2023-12-22,Express,Lost
1481,4730,2023-10-11,Standard,Lost
1482,4281,2024-04-18,Same-day,Shipped
1483,2487,2024-08-07,Standard,Shipped
1484,623,2025-04-19,Standard,Pending
1485,1400,2023-10-01,Same-day,Delivered
1486,4539,2024-01-22,Express,Pending
1487,3073,2024-07-27,Express,Shipped
1488,2706,2023-12-23,Standard,Lost
1489,2958,2025-03-13,Express,Delivered
1490,4251,2024-11-25,Express,Delivered
1491,907,2024-12-02,Standard,Pending
1492,3087,2024-10-15,Same-day,Delivered
1493,3775,2024-08-16,Standard,Pending
1494,2828,2024-03-24,Same-day,Lost
1495,1457,2024-10-03,Express,Shipped
1496,1763,2024-11-29,Same-day,Delivered
1497,4408,2024-11-18,Standard,Lost
1498,1684,2023-12-12,Same-day,Shipped
1499,796,2025-06-19,Express,Delivered
1500,4814,2023-08-03,Standard,Shipped
1501,1806,2025-01-10,Standard,Lost
1502,2549,2024-03-15,Express,Pending
1503,4363,2025-01-27,Same-day,Lost
1504,4686,2025-06-14,Express,Delivered
1505,752,2025-01-27,Standard,Shipped
1506,4488,2023-11-29,Standard,Lost
1507,337,2024-05-30,Express,Delivered
1508,455,2024-01-30,Express,Lost
1509,1607,2024-07-02,Standard,Pending
1510,4366,2024-06-20,Standard,Lost
1511,533,2023-11-09,Express,Pending
1512,2116,2025-03-03,Standard,Shipped
1513,3156,2024-12-27,Standard,Pending
1514,1549,2023-12-04,Same-day,Pending
1515,2123,2024-03-28,Same-day,Lost
1516,1042,2023-11-30,Standard,Pending
1517,4971,2025-03-11,Express,Delivered
1518,1418,2024-12-30,Same-day,Lost
1519,2554,2024-10-12,Same-day,Shipped
1520,1287,2024-05-24,Standard,Pending
1521,843,2025-05-07,Express,Delivered
1522,4983,2025-07-06,Express,Lost
1523,3031,2025-02-25,Express,Lost
1524,4705,2024-07-20,Same-day,Pending
1525,3796,2024-01-23,Same-day,Shipped
1526,1984,2025-06-08,Express,Pending
1527,427,2025-01-18,Express,Pending
1528,4814,2023-12-24,Express,Shipped
1529,833,2023-10-13,Express,Shipped
1530,1421,2025-02-20,Standard,Delivered
1531,519,2024-04-25,Same-day,Lost
1532,4219,2025-03-18,Express,Delivered
1533,2576,2025-01-07,Same-day,Shipped
1534,1268,2023-12-26,Standard,Delivered
1535,3869,2024-12-02,Express,Pending
1536,1583,2024-02-03,Same-day,Pending
1537,2419,2024-01-19,Express,Delivered
1538,743,2024-11-16,Standard,Pending
1539,714,2024-06-23,Express,Delivered
1540,2423,2024-12-31,Express,Lost
1541,3290,2023-10-24,Standard,Lost
1542,722,2024-12-28,Express,Shipped
1543,1611,2025-06-03,Standard,Shipped
1544,2044,2023-08-07,Standard,Shipped
1545,687,2025-02-09,Express,Delivered
1546,2723,2023-09-06,Same-day,Lost
1547,2920,2025-04-26,Express,Pending
1548,2970,2024-12-19,Same-day,Lost
1549,1604,2023-07-21,Same-day,Shipped
1550,443,2023-12-23,Express,Pending
1551,515,2024-04-09,Express,Shipped
1552,2628,2025-03-08,Express,Pending
1553,1831,2024-02-21,Same-day,Delivered
1554,320,2023-10-15,Express,Shipped
1555,1555,2024-02-20,Same-day,Pending
1556,483,2025-07-07,Express,Lost
1557,2518,2024-01-31,Express,Delivered
1558,2432,2025-04-09,Standard,Pending
1559,85,2023-09-28,Standard,Pending
1560,3685,2024-07-16,Standard,Delivered
1561,3613,2024-08-04,Standard,Lost
1562,4365,2024-07-17,Standard,Delivered
1563,721,2025-02-05,Standard,Lost
1564,818,2023-09-17,Same-day,Lost
1565,389,2024-08-19,Express,Shipped
1566,3337,2023-09-24,Same-day,Lost
1567,2954,2024-04-10,Standard,Shipped
1568,4498,2024-01-29,Standard,Lost
1569,2483,2024-03-21,Express,Shipped
1570,2563,2024-01-13,Standard,Shipped
1571,2620,2024-01-04,Standard,Lost
1572,3741,2025-04-23,Same-day,Delivered
1573,3333,2025-04-11,Express,Lost
1574,3541,2024-05-06,Same-day,Shipped
1575,1945,2023-08-11,Express,Delivered
1576,2503,2024-09-13,Express,Pending
1577,2667,2023-12-15,Same-day,Pending
1578,2487,2024-02-13,Standard,Lost
1579,981,2024-11-28,Same-day,Shipped
1580,4575,2024-11-24,Standard,Shipped
1581,1506,2025-05-24,Same-day,Delivered
1582,4896,2025-04-08,Same-day,Shipped
1583,4842,2024-08-12,Express,Lost
1584,806,2023-08-15,Same-day,Delivered
1585,1159,2023-08-01,Standard,Delivered
1586,3331,2025-06-13,Express,Pending
1587,4899,2025-01-13,Same-day,Lost
1588,2187,2024-12-25,Standard,Lost
1589,2796,2024-10-30,Same-day,Shipped
1590,1251,2024-07-31,Express,Lost
1591,452,2024-08-01,Same-day,Pending
1592,3416,2024-10-01,Standard,Lost
1593,2514,2023-10-18,Same-day,Lost
1594,673,2024-01-12,Express,Pending
1595,844,2024-07-10,Same-day,Shipped
1596,188,2023-09-21,Same-day,Delivered
1597,3436,2023-10-30,Express,Lost
1598,858,2024-01-23,Standard,Lost
1599,3133,2023-11-24,Same-day,Delivered
1600,3118,2025-03-24,Standard,Shipped
1601,765,2025-03-17,Express,Delivered
1602,142,2024-10-22,Standard,Delivered
1603,483,2023-08-01,Same-day,Delivered
1604,4313,2025-02-06,Same-day,Lost
1605,1085,2025-03-26,Same-day,Lost
1606,1312,2024-10-12,Standard,Shipped
1607,2049,2025-07-01,Express,Pending
1608,1098,2025-01-17,Same-day,Delivered
1609,1012,2024-11-03,Express,Lost
1610,3314,2024-09-16,Standard,Delivered
1611,4388,2024-06-13,Same-day,Shipped
1612,1159,2025-01-20,Standard,Delivered
1613,3420,2024-08-21,Standard,Pending
1614,4125,2024-03-06,Standard,Lost
1615,1032,2025-06-19,Express,Delivered
1616,1245,2025-01-20,Same-day,Pending
1617,686,2025-02-11,Express,Shipped
1618,4090,2024-03-14,Standard,Delivered
1619,2916,2025-01-19,Standard,Shipped
1620,3295,2024-08-06,Express,Lost
1621,1397,2025-01-15,Same-day,Pending
1622,3122,2024-03-02,Same-day,Lost
1623,4657,2024-05-16,Express,Pending
1624,3125,2024-09-04,Same-day,Delivered
1625,1197,2024-03-17,Express,Pending
1626,250,2025-04-25,Standard,Shipped
1627,4335,2024-09-09,Same-day,Pending
1628,1586,2025-01-07,Express,Pending
1629,2220,2024-05-15,Express,Pending
1630,4068,2024-10-20,Standard,Pending
1631,4694,2025-06-11,Standard,Pending
1632,708,2023-11-05,Same-day,Shipped
1633,32,2024-05-31,Express,Delivered
1634,92,2025-02-06,Standard,Shipped
1635,2829,2024-11-28,Express,Shipped
1636,4659,2024-02-08,Same-day,Lost
1637,1888,2024-11-29,Express,Shipped
1638,1140,2023-11-05,Same-day,Pending
1639,2882,2024-01-09,Same-day,Pending
1640,4033,2024-07-29,Same-day,Shipped
1641,1061,2024-11-02,Express,Delivered
1642,1087,2025-06-07,Same-day,Delivered
1643,4516,2023-11-22,Standard,Delivered
1644,3735,2025-06-18,Express,Delivered
1645,403,2024-07-16,Standard,Lost
1646,1649,2023-10-17,Same-day,Lost
1647,1294,2024-10-16,Express,Lost
1648,1195,2025-04-03,Express,Shipped
1649,250,2025-01-26,Express,Delivered
1650,382,2024-10-07,Same-day,Delivered
1651,3796,2023-09-12,Same-day,Shipped
1652,2190,2023-08-20,Express,Lost
1653,4579,2024-10-27,Express,Lost
1654,2783,2024-10-26,Same-day,Lost
1655,4042,2024-03-08,Express,Shipped
1656,1056,2024-04-11,Express,Delivered
1657,2082,2024-01-26,Standard,Delivered
1658,1568,2025-03-20,Standard,Lost
1659,4559,2023-12-18,Same-day,Pending
1660,3794,2024-05-15,Same-day,Shipped
1661,1001,2024-11-01,Express,Shipped
1662,1186,2024-03-28,Same-day,Lost
1663,4998,2024-01-14,Same-day,Delivered
1664,2865,2025-02-16,Express,Delivered
1665,724,2024-12-07,Express,Lost
1666,2419,2025-04-20,Standard,Lost
1667,2742,2023-11-16,Express,Lost
1668,1526,2023-12-25,Express,Lost
1669,367,2025-02-07,Standard,Lost
1670,2714,2024-12-09,Same-day,Delivered
1671,4193,2025-05-02,Standard,Lost
1672,189,2025-05-15,Standard,Lost
1673,1208,2024-02-23,Standard,Lost
1674,4228,2025-03-11,Express,Lost
1675,3273,2024-03-25,Same-day,Delivered
1676,131,2024-10-10,Same-day,Lost
1677,3114,2025-03-15,Standard,Lost
1678,360,2024-02-21,Same-day,Shipped
1679,2360,2024-08-05,Express,Delivered
1680,4526,2023-12-17,Standard,Pending
1681,235,2023-08-05,Express,Shipped
1682,1422,2023-11-21,Express,Delivered
1683,1491,2024-04-06,Express,Pending
1684,2148,2023-08-16,Same-day,Lost
1685,105,2024-04-12,Same-day,Delivered
1686,3429,2024-05-07,Express,Delivered
1687,2938,2024-03-07,Same-day,Delivered
1688,2462,2024-06-05,Express,Pending
1689,3909,2024-02-21,Same-day,Shipped
1690,2159,2025-06-09,Standard,Lost
1691,3696,2025-04-13,Standard,Delivered
1692,3270,2023-07-25,Express,Shipped
1693,4973,2025-02-01,Same-day,Delivered
1694,2795,2024-04-14,Standard,Lost
1695,342,2024-06-05,Express,Pending
1696,4748,2025-06-13,Same-day,Lost
1697,191,2024-06-24,Standard,Pending
1698,2107,2023-08-09,Same-day,Lost
1699,684,2025-04-17,Standard,Delivered
1700,4118,2024-10-16,Standard,Delivered
1701,4788,2023-08-11,Express,Delivered
1702,4138,2024-01-21,Express,Pending
1703,2708,2023-08-18,Same-day,Pending
1704,3569,2025-03-06,Same-day,Shipped
1705,3213,2025-06-19,Same-day,Lost
1706,2127,2024-01-10,Express,Shipped
1707,1674,2024-06-28,Same-day,Delivered
1708,289,2024-08-08,Standard,Shipped
1709,769,2024-07-14,Same-day,Lost
1710,3187,2024-01-25,Same-day,Pending
1711,2698,2024-10-06,Standard,Lost
1712,2904,2024-07-13,Standard,Pending
1713,3535,2024-11-29,Standard,Lost
1714,1103,2025-05-31,Express,Delivered
1715,1807,2024-10-09,Standard,Shipped
1716,4218,2024-09-20,Express,Shipped
1717,4579,2024-05-09,Same-day,Lost
1718,4032,2025-07-12,Standard,Lost
1719,4349,2024-11-17,Standard,Pending
1720,4167,2024-04-29,Same-day,Delivered
1721,4182,2024-03-12,Same-day,Lost
1722,3628,2024-03-31,Same-day,Lost
1723,3121,2023-08-06,Express,Pending
1724,2848,2024-08-31,Same-day,Shipped
1725,3487,2024-08-20,Same-day,Pending
1726,1947,2023-12-22,Express,Pending
1727,607,2023-11-25,Express,Shipped
1728,1688,2024-03-09,Express,Delivered
1729,3190,2024-06-21,Standard,Pending
1730,430,2024-01-07,Same-day,Shipped
1731,3414,2024-04-20,Same-day,Pending
1732,1049,2024-12-15,Standard,Shipped
1733,1131,2024-11-07,Standard,Pending
1734,4847,2024-07-06,Express,Pending
1735,189,2024-05-03,Same-day,Pending
1736,723,2023-08-27,Express,Shipped
1737,801,2024-07-03,Same-day,Shipped
1738,1586,2025-06-28,Express,Shipped
1739,4555,2023-08-28,Standard,Shipped
1740,3131,2024-11-08,Same-day,Delivered
1741,75,2024-08-27,Express,Shipped
1742,2290,2024-07-30,Standard,Lost
1743,3949,2024-11-30,Same-day,Delivered
1744,4827,2025-01-15,Same-day,Delivered
1745,2270,2024-12-17,Same-day,Delivered
1746,3664,2024-05-25,Standard,Delivered
1747,653,2024-10-24,Express,Lost
1748,4731,2024-09-15,Same-day,Delivered
1749,127,2024-02-20,Express,Delivered
1750,1756,2024-03-10,Standard,Pending
1751,4170,2023-10-07,Same-day,Delivered
1752,137,2025-04-17,Standard,Delivered
1753,1699,2024-07-24,Same-day,Pending
1754,2698,2025-06-26,Standard,Lost
1755,994,2024-01-31,Express,Shipped
1756,2101,2024-06-17,Standard,Delivered
1757,4269,2024-03-16,Same-day,Shipped
1758,4808,2023-09-29,Same-day,Delivered
1759,2644,2023-10-20,Express,Pending
1760,2015,2023-12-29,Same-day,Lost
1761,4589,2023-10-27,Express,Lost
1762,1381,2025-03-07,Express,Delivered
1763,4666,2025-01-20,Same-day,Delivered
1764,2375,2024-03-09,Express,Lost
1765,2524,2025-05-23,Same-day,Pending
1766,602,2024-01-05,Same-day,Delivered
1767,4827,2025-05-13,Standard,Shipped
1768,1000,2025-02-28,Same-day,Lost
1769,2127,2024-01-16,Standard,Pending
1770,3766,2024-12-22,Standard,Lost
1771,4616,2024-01-18,Standard,Shipped
1772,392,2024-07-13,Express,Pending
1773,2963,2025-04-04,Express,Delivered
1774,1912,2025-02-24,Express,Delivered
1775,2521,2024-08-21,Express,Lost
1776,3609,2023-09-01,Same-day,Lost
1777,1050,2024-01-24,Express,Lost
1778,4595,2025-02-13,Same-day,Pending
1779,1961,2024-07-24,Express,Pending
1780,4822,2024-11-17,Standard,Delivered
1781,2937,2025-01-20,Standard,Lost
1782,762,2024-06-07,Express,Delivered
1783,3350,2023-10-12,Same-day,Shipped
1784,3885,2023-08-17,Same-day,Lost
1785,1762,2024-05-15,Standard,Pending
1786,462,2023-08-13,Same-day,Delivered
1787,4624,2024-08-22,Same-day,Lost
1788,2715,2023-10-17,Standard,Shipped
1789,1811,2024-06-22,Same-day,Shipped
1790,1033,2025-07-11,Express,Shipped
1791,3227,2025-06-10,Standard,Lost
1792,4043,2024-09-29,Same-day,Pending
1793,65,2024-10-21,Same-day,Delivered
1794,4560,2025-05-21,Same-day,Lost
1795,2096,2024-03-09,Express,Delivered
1796,4183,2025-03-06,Standard,Lost
1797,4236,2024-05-18,Same-day,Lost
1798,3310,2023-09-13,Standard,Pending
1799,4332,2023-11-24,Express,Pending
1800,3391,2024-02-13,Same-day,Lost
1801,2718,2023-11-21,Same-day,Delivered
1802,3113,2024-02-17,Standard,Pending
1803,1223,2025-02-07,Standard,Lost
1804,4858,2023-07-26,Express,Delivered
1805,1367,2025-03-04,Standard,Shipped
1806,3012,2024-05-02,Standard,Lost
1807,4382,2024-04-03,Express,Lost
1808,1521,2024-09-05,Express,Pending
1809,1302,2024-12-14,Express,Lost
1810,4306,2024-07-22,Express,Lost
1811,1350,2023-08-15,Express,Shipped
1812,4396,2025-02-25,Same-day,Shipped
1813,14,2024-03-10,Same-day,Shipped
1814,908,2024-03-25,Standard,Pending
1815,4317,2024-11-14,Standard,Lost
1816,1789,2024-02-06,Same-day,Shipped
1817,1264,2024-08-21,Same-day,Shipped
1818,2011,2024-10-28,Standard,Delivered
1819,3060,2023-07-30,Standard,Pending
1820,1718,2025-03-28,Same-day,Shipped
1821,342,2024-08-08,Express,Pending
1822,3579,2024-08-13,Express,Lost
1823,4178,2025-05-25,Express,Pending
1824,4213,2023-09-05,Standard,Shipped
1825,2809,2024-01-06,Same-day,Pending
1826,3499,2024-01-12,Express,Shipped
1827,4385,2025-05-29,Express,Delivered
1828,2442,2025-06-22,Standard,Shipped
1829,3461,2024-08-17,Same-day,Shipped
1830,3973,2024-04-02,Same-day,Delivered
1831,3355,2025-02-03,Same-day,Delivered
1832,4057,2025-01-30,Same-day,Lost
1833,4116,2025-07-17,Same-day,Pending
1834,152,2024-09-01,Express,Delivered
1835,3271,2024-10-08,Same-day,Delivered
1836,2282,2024-11-21,Standard,Lost
1837,2654,2024-10-11,Standard,Pending
1838,4520,2024-06-03,Express,Pending
1839,1793,2024-07-24,Same-day,Shipped
1840,3930,2025-03-30,Same-day,Shipped
1841,2203,2024-11-16,Express,Lost
1842,2300,2023-10-25,Express,Delivered
1843,4707,2023-09-11,Same-day,Lost
1844,2667,2024-10-30,Same-day,Lost
1845,4710,2023-11-15,Same-day,Pending
1846,3891,2025-02-11,Express,Pending
1847,2743,2025-02-18,Express,Pending
1848,1201,2024-01-25,Standard,Delivered
1849,651,2024-10-23,Standard,Shipped
1850,1893,2025-02-23,Express,Pending
1851,2928,2024-10-24,Same-day,Delivered
1852,1644,2023-07-25,Same-day,Pending
1853,665,2024-07-26,Standard,Pending
1854,3913,2024-11-28,Same-day,Lost
1855,2641,2025-02-24,Standard,Pending
1856,2824,2024-01-30,Express,Delivered
1857,2702,2024-10-01,Standard,Pending
1858,4913,2024-01-26,Standard,Shipped
1859,1300,2024-02-29,Express,Delivered
1860,4121,2023-12-30,Standard,Shipped
1861,4003,2023-09-13,Standard,Pending
1862,2250,2024-10-24,Standard,Shipped
1863,4403,2025-03-26,Same-day,Lost
1864,3747,2024-10-05,Same-day,Delivered
1865,2265,2024-01-09,Same-day,Delivered
1866,713,2023-09-02,Standard,Delivered
1867,528,2023-07-27,Same-day,Shipped
1868,2385,2024-08-17,Standard,Delivered
1869,4314,2023-11-17,Standard,Pending
1870,3161,2025-04-12,Express,Shipped
1871,1282,2023-09-08,Express,Pending
1872,3511,2024-09-28,Same-day,Delivered
1873,3636,2023-11-02,Same-day,Delivered
1874,2648,2025-06-24,Standard,Pending
1875,986,2024-07-25,Same-day,Delivered
1876,966,2024-05-06,Express,Shipped
1877,4039,2024-01-29,Same-day,Lost
1878,3477,2025-01-09,Express,Delivered
1879,2107,2023-10-05,Express,Delivered
1880,2742,2023-11-17,Same-day,Shipped
1881,1836,2024-02-13,Standard,Pending
1882,2198,2025-05-08,Standard,Pending
1883,3329,2024-05-25,Same-day,Pending
1884,2914,2024-03-18,Express,Shipped
1885,2608,2024-07-20,Express,Lost
1886,590,2025-06-06,Same-day,Shipped
1887,2935,2023-11-30,Standard,Pending
1888,3571,2023-12-06,Same-day,Delivered
1889,2546,2024-09-02,Standard,Delivered
1890,915,2024-03-02,Same-day,Shipped
1891,3304,2025-04-04,Same-day,Delivered
1892,3610,2024-05-12,Express,Pending
1893,4337,2024-02-04,Express,Shipped
1894,4906,2023-09-25,Standard,Shipped
1895,3497,2024-03-26,Express,Shipped
1896,1947,2023-12-22,Express,Lost
1897,66,2024-03-08,Express,Lost
1898,409,2024-08-21,Same-day,Shipped
1899,4635,2024-11-13,Same-day,Pending
1900,1693,2024-04-06,Standard,Pending
1901,2876,2024-08-04,Standard,Delivered
1902,4132,2024-04-17,Same-day,Pending
1903,1505,2024-06-07,Standard,Pending
1904,500,2024-08-24,Standard,Lost
1905,904,2024-01-12,Standard,Lost
1906,3245,2025-03-22,Same-day,Pending
1907,1571,2023-08-12,Same-day,Lost
1908,309,2025-04-19,Express,Lost
1909,704,2025-04-15,Standard,Delivered
1910,2682,2025-01-03,Same-day,Delivered
1911,4716,2024-01-01,Same-day,Delivered
1912,3895,2024-04-03,Standard,Lost
1913,1272,2023-10-13,Express,Lost
1914,1414,2024-12-08,Standard,Shipped
1915,2301,2024-08-17,Standard,Lost
1916,1185,2025-03-09,Express,Pending
1917,1035,2023-12-03,Same-day,Lost
1918,4296,2024-03-08,Standard,Delivered
1919,2301,2024-08-27,Same-day,Lost
1920,4436,2024-05-08,Same-day,Pending
1921,1762,2024-04-11,Same-day,Delivered
1922,2502,2024-07-17,Same-day,Delivered
1923,4917,2023-11-10,Express,Delivered
1924,1372,2025-03-25,Same-day,Shipped
1925,3929,2024-03-08,Same-day,Delivered
