order_id,customer_id,product_id,order_date,quantity
931,8,47,2025-01-13,1
932,210,75,2024-06-12,2
933,309,242,2024-10-01,2
934,969,223,2024-05-09,9
935,217,46,2024-08-04,5
936,786,33,2025-05-06,6
937,141,135,2023-09-29,9
938,783,114,2025-07-19,3
939,262,190,2023-08-06,7
940,297,41,2023-11-10,1
941,336,20,2025-02-09,4
942,123,197,2024-06-06,5
943,8,206,2024-05-04,1
944,510,267,2024-02-07,9
945,765,147,2025-06-15,5
946,441,30,2025-05-26,9
947,180,90,2023-09-17,8
948,133,254,2024-11-14,3
949,390,225,2024-07-14,10
950,546,6,2024-05-06,8
951,721,104,2024-04-17,6
952,236,266,2024-03-15,9
953,513,147,2025-02-24,6
954,573,100,2024-01-08,10
955,854,18,2023-10-07,9
956,685,262,2023-12-05,9
957,826,265,2024-06-17,4
958,363,119,2023-10-17,2
959,74,87,2024-01-21,1
960,407,19,2025-07-20,4
961,883,185,2023-09-23,1
962,760,123,2025-07-12,4
963,44,1,2025-05-24,3
964,447,81,2023-08-27,5
965,20,45,2023-12-01,4
966,471,142,2024-01-16,3
967,944,205,2025-04-17,10
968,80,181,2024-02-01,9
969,883,203,2024-01-04,4
970,321,208,2024-12-22,10
971,590,103,2023-11-19,6
972,440,266,2025-02-23,5
973,588,8,2024-12-29,3
974,415,36,2024-03-16,10
975,727,47,2023-11-19,7
976,656,282,2025-04-08,2
977,428,146,2024-12-20,9
978,297,287,2024-04-04,5
979,118,299,2024-10-13,5
980,415,179,2025-04-17,7
981,22,178,2023-08-31,3
982,990,142,2025-04-30,7
983,333,116,2024-07-06,8
984,176,100,2024-09-01,2
985,821,233,2024-02-12,5
986,971,207,2023-10-03,7
987,633,295,2023-10-31,3
988,472,3,2023-07-21,9
989,852,134,2023-10-21,4
990,707,90,2023-08-30,2
991,942,209,2023-11-13,5
992,371,260,2024-07-30,4
993,91,55,2023-08-23,6
994,448,287,2023-10-28,10
995,865,38,2025-01-26,9
996,109,258,2024-05-02,10
997,250,151,2024-02-04,3
998,447,175,2025-05-14,7
999,604,60,2025-02-27,3
1000,411,263,2025-06-08,6
1001,537,132,2024-12-17,7
1002,81,276,2024-05-17,7
1003,406,295,2024-10-06,1
1004,892,129,2025-04-04,10
1005,318,227,2024-04-15,4
1006,764,194,2025-07-14,2
1007,348,289,2024-04-09,5
1008,227,248,2024-09-17,2
1009,342,125,2024-03-31,9
1010,798,174,2024-05-30,2
1011,173,235,2024-11-05,9
1012,79,236,2023-09-24,7
1013,523,15,2024-10-13,2
1014,649,247,2023-10-23,6
1015,117,60,2025-07-08,2
1016,544,133,2023-10-25,6
1017,523,35,2023-09-25,6
1018,199,196,2024-07-14,5
1019,928,113,2025-06-23,3
1020,795,118,2024-01-15,4
1021,358,162,2024-06-27,5
1022,360,212,2025-01-03,1
1023,745,181,2023-10-29,2
1024,982,265,2024-12-07,7
1025,839,275,2024-12-16,4
1026,661,5,2025-04-27,7
1027,835,135,2024-08-09,2
1028,152,128,2023-10-06,2
1029,242,148,2025-02-05,3
1030,106,48,2024-12-14,9
1031,150,205,2025-03-16,5
1032,263,176,2024-05-20,10
1033,203,39,2024-05-13,8
1034,178,284,2025-01-17,2
1035,617,92,2023-08-06,9
1036,157,244,2024-12-20,6
1037,779,161,2023-08-20,10
1038,778,182,2025-04-12,5
1039,672,112,2023-11-19,9
1040,78,294,2025-06-09,5
1041,182,138,2025-03-20,10
1042,975,94,2025-03-01,2
1043,792,98,2024-12-12,1
1044,644,256,2024-09-02,3
1045,506,103,2024-07-30,6
1046,476,121,2024-02-09,7
1047,773,124,2024-02-08,3
1048,578,136,2025-05-10,6
1049,779,106,2024-01-15,9
1050,594,118,2023-08-27,9
1051,460,104,2023-11-18,10
1052,698,128,2024-07-01,7
1053,947,183,2024-03-21,8
1054,904,80,2025-07-09,10
1055,579,55,2025-01-19,3
1056,659,62,2024-08-05,5
1057,651,41,2025-07-04,1
1058,640,253,2023-09-19,9
1059,331,4,2024-01-16,3
1060,885,278,2024-12-02,3
1061,995,22,2023-11-27,3
1062,643,247,2024-07-19,7
1063,324,191,2025-06-12,10
1064,155,162,2024-05-13,5
1065,451,253,2024-09-08,1
1066,70,295,2023-12-03,6
1067,481,141,2023-12-27,4
1068,453,252,2025-06-28,10
1069,647,94,2024-08-06,7
1070,311,262,2024-10-26,8
1071,816,144,2024-07-14,3
1072,282,204,2025-07-20,8
1073,606,114,2024-01-26,6
1074,58,296,2025-01-16,8
1075,361,66,2024-12-28,9
1076,520,28,2023-08-29,5
1077,76,270,2024-01-29,5
1078,318,217,2024-04-02,7
1079,473,245,2023-09-09,9
1080,463,277,2024-08-24,4
1081,39,17,2024-02-06,5
1082,59,258,2025-01-04,2
1083,378,178,2024-06-07,5
1084,852,202,2024-08-03,7
1085,294,90,2024-09-24,6
1086,79,235,2023-08-07,2
1087,661,62,2025-06-14,2
1088,885,266,2025-05-12,2
1089,876,236,2023-10-09,4
1090,93,162,2024-02-10,2
1091,630,5,2024-05-25,3
1092,609,7,2024-05-11,10
1093,520,108,2024-12-04,1
1094,394,195,2024-07-06,2
1095,474,298,2024-08-13,5
1096,595,52,2024-05-08,9
1097,568,167,2024-04-06,8
1098,978,186,2025-03-15,1
1099,811,133,2024-10-07,7
1100,757,96,2025-01-19,9
1101,918,281,2024-05-30,3
1102,43,135,2024-09-28,8
1103,461,122,2023-08-14,8
1104,931,138,2024-05-14,9
1105,830,242,2025-05-27,9
1106,586,176,2024-01-07,2
1107,668,188,2025-06-23,7
1108,193,95,2024-08-12,1
1109,330,256,2023-09-10,10
1110,620,218,2023-11-12,4
1111,488,108,2024-08-23,1
1112,514,215,2024-06-01,7
1113,155,191,2024-01-24,9
1114,981,187,2023-09-29,6
1115,64,206,2023-08-16,4
1116,462,144,2024-01-18,9
1117,106,231,2024-09-25,10
1118,831,93,2023-10-24,1
1119,921,293,2023-10-10,10
1120,858,68,2024-01-27,8
1121,352,295,2024-12-04,3
1122,732,118,2024-11-22,9
1123,87,52,2025-03-10,4
1124,517,139,2025-02-10,3
1125,662,121,2023-12-22,2
1126,177,285,2024-01-29,6
1127,41,222,2023-09-28,3
1128,254,196,2025-04-09,9
1129,725,101,2024-06-12,6
1130,449,75,2025-05-17,1
1131,450,77,2024-04-13,7
1132,537,243,2023-09-24,8
1133,536,5,2024-08-21,7
1134,625,91,2024-04-19,3
1135,163,216,2024-02-06,6
1136,373,256,2024-04-27,2
1137,382,69,2024-08-26,6
1138,940,265,2025-06-03,4
1139,290,274,2024-03-01,9
1140,397,162,2023-10-20,2
1141,419,250,2024-03-10,5
1142,794,154,2023-10-25,5
1143,347,129,2025-02-23,8
1144,696,288,2024-07-20,5
1145,613,291,2024-05-02,5
1146,54,25,2023-10-01,4
1147,809,204,2024-06-24,1
1148,647,51,2024-04-11,10
1149,663,84,2024-02-11,7
1150,343,31,2025-06-27,4
1151,68,111,2024-04-10,5
1152,338,131,2025-02-06,9
1153,97,244,2024-07-23,1
1154,572,50,2025-01-28,8
1155,695,231,2025-01-22,10
1156,396,172,2024-07-30,8
1157,291,134,2024-07-01,1
1158,259,185,2025-01-26,6
1159,742,185,2025-03-11,1
1160,873,287,2024-03-15,10
1161,673,286,2024-11-07,8
1162,988,132,2024-05-18,6
1163,929,177,2023-12-04,5
1164,618,11,2024-12-14,6
1165,895,211,2024-07-14,2
1166,154,63,2025-01-29,1
1167,342,180,2023-08-31,6
1168,84,102,2025-03-16,3
1169,597,296,2024-04-14,7
1170,680,295,2023-10-03,6
1171,145,276,2023-12-15,1
1172,939,90,2024-05-19,2
1173,359,146,2024-02-10,7
1174,318,182,2025-06-29,8
1175,991,167,2024-02-12,4
1176,672,262,2023-11-12,2
1177,716,250,2024-10-07,9
1178,679,229,2023-09-28,9
1179,402,41,2024-07-04,3
1180,133,196,2024-09-24,7
1181,610,147,2023-12-14,2
1182,726,238,2024-06-09,8
1183,961,75,2024-01-11,1
1184,87,86,2025-01-23,3
1185,318,173,2024-11-17,5
1186,573,216,2024-10-29,4
1187,386,293,2024-03-21,8
1188,659,208,2023-10-29,7
1189,811,37,2024-06-19,6
1190,337,41,2023-10-28,5
1191,833,83,2024-04-20,6
1192,131,176,2025-04-04,7
1193,687,117,2024-09-05,3
1194,720,161,2025-07-18,9
1195,849,163,2023-08-22,5
1196,970,150,2024-10-25,2
1197,757,137,2025-06-13,8
1198,702,203,2025-02-07,8
1199,935,139,2024-03-06,3
1200,540,228,2023-12-30,3
1201,96,186,2025-05-27,6
1202,662,267,2024-09-12,7
1203,687,231,2024-03-16,1
1204,434,212,2024-06-06,6
1205,521,86,2024-09-19,4
1206,371,95,2025-03-15,2
1207,19,12,2023-08-31,4
1208,372,65,2024-08-20,5
1209,317,121,2023-11-25,1
1210,185,129,2024-01-12,3
1211,974,41,2023-10-03,7
1212,220,108,2025-03-20,7
1213,350,86,2024-07-28,6
1214,971,204,2023-11-02,1
1215,785,53,2024-03-22,3
1216,498,49,2024-11-23,4
1217,197,33,2024-03-16,8
1218,232,243,2024-12-09,5
1219,141,281,2025-03-25,2
1220,159,28,2025-05-26,7
1221,80,14,2023-09-28,8
1222,303,204,2023-12-11,9
1223,865,269,2024-02-23,8
1224,808,43,2024-08-08,3
1225,104,54,2024-05-06,6
1226,520,135,2025-06-06,7
1227,790,80,2025-03-23,9
1228,553,44,2024-04-21,7
1229,856,200,2024-12-01,3
1230,757,159,2025-05-27,2
1231,905,118,2023-11-07,2
1232,540,127,2024-06-13,1
1233,39,146,2024-11-27,3
1234,678,227,2025-03-30,3
1235,345,65,2023-11-27,6
1236,898,68,2025-02-23,9
1237,785,270,2023-12-01,1
1238,633,88,2025-06-20,4
1239,135,15,2024-09-14,1
1240,612,18,2024-08-15,6
1241,386,183,2025-01-21,7
1242,158,167,2023-08-05,10
1243,167,244,2023-11-06,1
1244,186,240,2025-01-16,7
1245,852,277,2024-04-17,8
1246,710,140,2023-10-07,5
1247,790,281,2024-01-12,5
1248,640,228,2024-03-18,8
1249,829,70,2025-01-02,2
1250,925,277,2024-04-14,7
1251,170,91,2024-11-04,4
1252,739,234,2024-01-16,10
1253,449,289,2023-09-15,3
1254,45,223,2025-07-04,9
1255,421,269,2025-03-22,3
1256,374,274,2025-04-10,4
1257,693,159,2024-11-05,5
1258,737,178,2024-01-06,2
1259,244,247,2024-04-16,5
1260,993,277,2024-06-21,4
1261,455,117,2023-11-17,7
1262,626,46,2023-12-06,4
1263,292,227,2025-07-06,8
1264,771,158,2025-04-08,2
1265,767,188,2025-06-02,9
1266,803,212,2025-01-29,10
1267,460,134,2024-02-07,3
1268,240,80,2025-05-04,4
1269,547,156,2025-03-17,10
1270,245,6,2024-09-09,3
1271,317,1,2024-07-26,4
1272,989,268,2024-05-24,2
1273,829,70,2024-04-26,3
1274,804,177,2024-05-26,7
1275,481,147,2024-06-20,1
1276,926,241,2023-12-31,5
1277,856,274,2024-06-28,4
1278,199,5,2025-01-07,3
1279,377,252,2023-07-25,7
1280,695,245,2025-04-29,1
1281,970,154,2024-01-15,10
1282,585,5,2023-12-30,4
1283,452,221,2025-04-02,2
1284,473,150,2023-10-29,1
1285,788,119,2024-06-12,7
1286,289,4,2025-01-22,7
1287,797,281,2024-07-11,9
1288,392,192,2025-06-21,5
1289,515,97,2025-03-03,4
1290,541,211,2023-07-28,4
1291,429,288,2024-01-18,6
1292,990,224,2023-11-09,7
1293,166,203,2024-07-12,8
1294,837,128,2024-04-04,1
1295,205,84,2024-11-25,9
1296,821,200,2024-08-05,7
1297,620,194,2024-01-30,1
1298,142,113,2025-05-29,5
1299,894,135,2024-06-03,2
1300,257,41,2024-04-09,5
1301,54,217,2025-06-06,6
1302,657,123,2025-03-26,5
1303,493,265,2023-09-02,6
1304,896,140,2025-02-05,7
1305,381,146,2025-03-18,4
1306,568,273,2023-08-24,6
1307,957,138,2025-01-28,1
1308,106,212,2025-06-03,3
1309,729,97,2023-08-29,1
1310,867,36,2023-09-02,1
1311,529,94,2024-01-07,1
1312,872,70,2024-11-12,6
1313,128,149,2024-01-12,4
1314,292,57,2024-10-12,5
1315,86,234,2024-12-22,8
1316,782,232,2024-01-04,5
1317,165,140,2023-12-30,10
1318,280,252,2024-01-18,2
1319,461,97,2023-07-26,7
1320,928,165,2024-09-19,3
1321,526,10,2024-02-13,5
1322,151,78,2024-06-17,8
1323,851,26,2025-03-10,6
1324,448,274,2024-02-12,6
1325,94,12,2023-08-21,5
1326,970,96,2025-07-04,2
1327,933,53,2023-09-30,2
1328,228,145,2024-02-06,1
1329,837,138,2024-03-27,9
1330,462,65,2023-12-05,3
1331,906,225,2024-04-13,6
1332,358,5,2023-12-05,6
1333,953,120,2024-11-22,6
1334,28,47,2024-08-20,10
1335,425,78,2023-10-10,9
1336,55,8,2024-04-26,10
1337,406,253,2025-06-03,6
1338,515,112,2024-07-25,4
1339,383,176,2025-05-20,5
1340,242,216,2025-02-26,4
1341,396,160,2024-12-26,10
1342,84,256,2024-07-18,7
1343,384,191,2024-06-02,2
1344,230,238,2025-04-30,2
1345,29,17,2025-03-10,3
1346,327,170,2025-04-19,10
1347,954,42,2024-01-03,2
1348,102,75,2024-11-14,1
1349,860,29,2025-07-17,10
1350,732,137,2025-06-25,4
1351,666,201,2024-02-08,4
1352,344,37,2023-07-28,8
1353,811,279,2024-07-23,2
1354,150,241,2024-11-20,2
1355,141,93,2023-10-28,9
1356,40,99,2024-05-06,10
1357,294,129,2025-02-03,6
1358,940,196,2024-08-13,5
1359,850,7,2025-01-05,8
1360,484,63,2025-03-30,4
1361,713,128,2025-02-06,9
1362,852,198,2025-07-05,3
1363,143,227,2023-10-06,1
1364,778,127,2025-01-08,3
1365,723,18,2023-10-18,4
1366,481,102,2025-06-26,7
1367,460,236,2023-11-27,9
1368,631,49,2024-12-20,5
1369,6,267,2024-04-17,9
1370,928,107,2024-04-06,6
1371,82,243,2023-12-04,6
1372,20,200,2023-10-31,8
1373,263,160,2023-08-13,2
1374,221,166,2024-01-05,7
1375,856,82,2025-06-05,2
1376,154,22,2024-03-10,8
1377,562,282,2024-03-07,7
1378,963,267,2024-07-28,9
1379,745,63,2025-05-04,9
1380,624,130,2025-03-09,1
1381,541,247,2025-03-28,3
1382,434,153,2025-04-29,10
1383,114,102,2023-08-25,5
1384,795,185,2025-04-25,3
1385,296,27,2024-09-01,5
1386,244,112,2025-05-08,1
1387,309,58,2024-07-06,10
1388,125,121,2023-10-23,1
1389,49,223,2023-08-18,4
1390,245,167,2024-03-16,7
1391,430,8,2023-11-28,8
1392,655,86,2024-06-29,9
1393,813,142,2024-12-16,9
1394,638,300,2024-10-20,2
1395,469,62,2024-08-12,3
1396,65,203,2024-07-23,8
1397,114,125,2023-11-23,9
1398,857,5,2023-08-14,7
1399,927,22,2024-07-06,9
1400,512,298,2024-03-31,7
1401,612,244,2025-05-15,7
1402,549,80,2025-07-02,10
1403,17,191,2025-04-18,5
1404,648,46,2023-08-26,4
1405,528,128,2024-10-15,3
1406,589,81,2025-04-05,1
1407,248,256,2024-02-16,3
1408,736,47,2023-08-25,10
1409,148,174,2024-11-23,4
1410,299,31,2023-10-12,10
1411,440,31,2024-02-13,1
1412,2,183,2023-10-25,9
1413,630,79,2025-07-16,8
1414,362,275,2024-03-15,9
1415,247,55,2024-06-16,9
1416,585,65,2024-12-19,5
1417,427,250,2023-09-12,5
1418,192,120,2025-02-22,4
1419,681,163,2023-10-19,5
1420,685,286,2024-04-25,5
1421,88,178,2024-11-05,9
1422,537,225,2025-07-18,2
1423,999,99,2024-05-03,3
1424,370,11,2023-12-03,4
1425,70,194,2025-05-05,1
1426,977,184,2025-07-01,9
1427,539,69,2024-04-07,4
1428,558,129,2024-09-11,5
1429,520,21,2025-03-17,1
1430,806,249,2024-03-31,3
1431,520,225,2024-03-14,5
1432,568,287,2023-07-21,3
1433,21,151,2024-12-05,5
1434,400,278,2023-10-04,1
1435,895,251,2023-08-11,4
1436,482,98,2024-07-09,4
1437,45,291,2024-06-03,9
1438,651,96,2024-03-25,2
1439,397,279,2025-01-18,1
1440,383,179,2024-05-18,6
1441,260,166,2024-06-16,10
1442,766,240,2024-09-07,6
1443,17,141,2023-11-10,6
1444,366,284,2024-05-26,2
1445,808,83,2024-10-06,9
1446,70,36,2024-07-08,5
1447,354,272,2024-12-27,3
1448,247,80,2024-05-13,7
1449,751,231,2025-04-04,10
1450,673,152,2025-02-17,5
1451,644,135,2024-03-23,6
1452,107,278,2023-10-26,1
1453,791,188,2023-10-03,1
1454,596,233,2024-04-23,6
1455,753,1,2025-05-16,4
1456,775,260,2024-12-08,5
1457,341,195,2023-09-22,3
1458,137,95,2024-04-04,5
1459,46,10,2024-03-20,1
1460,361,187,2024-02-07,9
1461,560,123,2025-06-18,10
1462,347,165,2024-08-16,2
1463,834,33,2025-04-16,7
1464,659,276,2024-06-02,5
1465,180,199,2024-04-08,10
1466,851,98,2025-03-26,9
1467,798,269,2024-07-07,4
1468,702,255,2025-06-19,8
1469,476,283,2023-09-02,4
1470,713,79,2024-01-08,6
1471,491,145,2024-02-01,5
1472,647,166,2025-03-06,4
1473,187,210,2023-11-17,10
1474,831,165,2024-12-18,7
1475,139,57,2025-06-15,3
1476,65,50,2024-10-17,8
1477,734,268,2023-09-11,4
1478,795,35,2024-11-26,7
1479,967,23,2024-04-22,6
1480,469,67,2024-12-18,3
1481,38,92,2024-08-21,8
1482,301,17,2024-03-16,2
1483,207,104,2024-05-17,8
1484,45,55,2025-05-15,3
1485,811,249,2023-11-10,8
1486,205,99,2024-08-02,3
1487,908,51,2025-04-05,3
1488,43,17,2025-06-17,4
1489,324,293,2024-09-20,10
1490,956,199,2024-09-07,8
1491,318,251,2025-02-25,3
1492,528,270,2023-10-20,5
1493,408,132,2025-05-24,1
1494,835,26,2023-12-05,5
1495,557,188,2023-11-20,3
1496,485,114,2024-04-13,3
1497,260,37,2023-11-20,7
1498,38,7,2023-10-22,10
1499,772,107,2024-05-23,4
1500,663,252,2025-06-01,2
1501,196,41,2024-09-21,3
1502,293,240,2024-01-09,2
1503,366,32,2024-09-04,7
1504,883,185,2024-03-09,4
1505,800,286,2025-06-03,8
1506,49,213,2023-08-25,7
1507,887,189,2023-08-11,2
1508,672,30,2024-11-01,9
1509,340,137,2023-08-19,3
1510,280,271,2024-06-30,1
1511,128,21,2024-12-24,10
1512,819,37,2023-09-09,2
1513,377,156,2024-12-23,7
1514,448,40,2024-04-19,7
1515,911,111,2024-01-19,1
1516,410,266,2024-10-01,2
1517,762,50,2024-04-20,1
1518,451,52,2024-04-24,1
1519,917,119,2024-06-05,3
1520,980,273,2024-03-27,4
1521,396,198,2024-01-12,2
1522,348,98,2025-02-13,5
1523,998,99,2025-03-15,3
1524,192,270,2024-08-31,10
1525,509,128,2023-10-09,1
1526,709,292,2024-07-08,1
1527,510,92,2025-07-05,2
1528,377,286,2024-03-12,9
1529,947,286,2025-03-10,6
1530,817,213,2025-02-28,2
1531,532,55,2025-06-16,4
1532,274,296,2025-03-14,3
1533,821,184,2024-04-20,8
1534,85,235,2024-04-20,10
1535,745,219,2024-01-05,8
1536,435,54,2024-11-04,3
1537,81,86,2024-02-04,5
1538,441,93,2025-03-17,6
1539,617,282,2023-12-13,8
1540,843,206,2023-11-17,3
1541,185,259,2023-09-12,4
1542,559,173,2023-07-29,1
1543,301,81,2024-07-10,9
1544,329,274,2024-06-23,5
1545,106,227,2025-07-01,9
1546,82,181,2023-12-26,2
1547,336,162,2024-01-10,1
1548,677,282,2024-06-08,1
1549,303,167,2024-11-02,2
1550,314,191,2024-03-17,9
1551,457,212,2023-07-24,5
1552,618,221,2024-07-15,2
1553,735,166,2024-07-27,9
1554,437,124,2024-09-26,7
1555,171,289,2023-10-30,3
1556,707,280,2023-08-14,1
1557,455,110,2025-05-07,4
1558,360,193,2024-03-09,1
1559,458,282,2025-04-28,4
1560,44,131,2024-04-21,7
1561,745,185,2023-09-28,7
1562,891,232,2024-04-10,3
1563,934,230,2023-11-29,6
1564,362,204,2024-08-17,5
1565,630,1,2025-01-14,4
1566,446,18,2024-06-08,7
1567,282,146,2025-03-07,2
1568,655,9,2024-10-24,8
1569,811,266,2024-11-05,3
1570,971,70,2024-09-03,2
1571,59,155,2025-04-29,4
1572,77,4,2025-04-21,2
1573,688,154,2023-11-13,5
1574,653,114,2023-09-01,6
1575,416,110,2024-07-03,2
1576,373,162,2024-12-31,10
1577,526,12,2023-08-04,6
1578,821,142,2025-01-06,2
1579,768,284,2023-10-07,6
1580,696,262,2025-07-14,2
1581,164,285,2024-03-31,1
1582,976,293,2025-02-16,10
1583,32,293,2024-12-28,3
1584,147,80,2023-07-21,3
1585,870,49,2023-10-27,7
1586,623,20,2024-11-21,9
1587,695,236,2025-06-04,6
1588,801,183,2025-04-25,10
1589,449,80,2025-01-04,3
1590,36,71,2024-07-12,7
1591,130,136,2025-03-25,3
1592,69,188,2024-10-07,5
1593,242,299,2025-07-16,10
1594,798,128,2024-10-05,5
1595,661,120,2025-02-07,6
1596,376,132,2024-03-28,2
1597,371,154,2025-05-26,5
1598,393,48,2024-01-19,8
1599,973,293,2023-10-11,6
1600,581,205,2024-07-27,5
1601,34,292,2023-08-03,2
1602,620,112,2023-07-24,1
1603,158,40,2024-04-25,3
1604,696,167,2024-07-14,3
1605,461,248,2024-08-20,6
1606,972,89,2024-01-11,3
1607,380,250,2024-12-24,7
1608,381,296,2024-12-01,8
1609,455,49,2024-06-06,8
1610,782,154,2025-01-09,2
1611,79,20,2023-09-22,2
1612,588,296,2023-11-24,10
1613,141,196,2024-07-08,7
1614,543,41,2025-01-22,5
1615,376,29,2025-02-20,3
1616,408,172,2024-09-25,2
1617,322,179,2024-11-17,6
1618,666,223,2023-08-24,3
1619,286,214,2024-06-04,3
1620,256,62,2025-05-12,7
1621,984,117,2024-05-24,6
1622,117,6,2024-08-24,6
1623,27,196,2024-04-17,8
1624,754,28,2024-09-04,7
1625,191,157,2023-10-24,8
1626,512,269,2024-05-31,7
1627,531,22,2024-04-20,10
1628,397,164,2024-01-04,6
1629,936,277,2023-10-11,3
1630,576,290,2025-04-04,4
1631,121,77,2024-03-14,7
1632,269,168,2025-03-14,7
1633,794,258,2025-04-14,9
1634,267,114,2024-12-11,8
1635,721,79,2024-03-20,9
1636,457,26,2024-10-23,9
1637,220,202,2024-06-27,8
1638,627,229,2024-02-14,9
1639,293,295,2023-11-26,9
1640,711,259,2024-05-15,4
1641,939,47,2025-04-18,7
1642,503,114,2024-08-27,2
1643,205,222,2023-08-05,10
1644,126,149,2023-11-04,7
1645,139,202,2023-10-01,9
1646,874,76,2024-02-03,10
1647,76,68,2024-02-06,4
1648,463,173,2025-01-27,2
1649,177,43,2025-01-20,4
1650,921,244,2025-01-28,6
1651,731,293,2025-01-15,1
1652,456,26,2023-09-01,4
1653,90,281,2023-11-08,1
1654,830,205,2025-01-29,6
1655,699,135,2024-03-25,9
1656,991,44,2024-09-30,8
1657,866,205,2024-11-28,3
1658,328,257,2025-01-03,2
1659,684,223,2023-09-10,1
1660,356,67,2024-08-06,6
1661,727,70,2023-08-18,6
1662,67,247,2024-08-17,3
1663,564,287,2025-01-21,5
1664,556,102,2025-06-09,8
1665,298,250,2023-09-18,3
1666,913,203,2023-10-31,9
1667,308,293,2024-05-20,7
1668,872,101,2023-12-07,4
1669,162,288,2024-12-11,4
1670,729,269,2024-11-09,4
1671,727,127,2023-09-18,1
1672,950,125,2023-12-05,3
1673,718,37,2023-09-07,2
1674,654,137,2025-05-18,3
1675,179,221,2024-02-07,7
1676,813,166,2024-10-17,1
1677,371,295,2024-04-27,7
1678,521,46,2025-03-31,6
1679,230,58,2024-11-18,1
1680,125,212,2024-03-16,2
1681,206,217,2023-07-21,10
1682,812,188,2024-05-12,2
1683,143,179,2023-11-20,8
1684,243,98,2023-09-24,10
1685,810,165,2024-06-07,3
1686,506,177,2024-12-18,1
1687,27,13,2024-09-13,3
1688,370,157,2025-05-02,6
1689,568,87,2025-06-30,3
1690,587,180,2025-04-25,2
1691,378,227,2023-10-19,4
1692,479,75,2023-09-24,2
1693,823,226,2025-05-15,1
1694,565,23,2024-08-23,10
1695,133,120,2023-11-05,7
1696,627,103,2024-04-09,3
1697,906,192,2025-02-03,3
1698,89,80,2024-11-06,8
1699,68,44,2025-04-24,3
1700,317,58,2025-07-19,9
1701,408,28,2025-01-20,5
1702,735,125,2024-09-22,8
1703,737,76,2024-08-03,7
1704,491,148,2023-09-14,6
1705,539,8,2023-08-03,8
1706,421,176,2025-03-27,1
1707,788,57,2024-11-02,5
1708,420,157,2024-07-21,2
1709,844,231,2025-01-23,3
1710,589,242,2025-05-02,1
1711,76,12,2024-10-17,1
1712,129,170,2024-03-29,10
1713,996,108,2025-05-05,3
1714,325,276,2025-01-13,9
1715,658,109,2024-11-26,3
1716,76,105,2024-12-30,1
1717,461,280,2025-05-21,7
1718,478,268,2024-12-21,7
1719,697,133,2024-11-27,8
1720,530,281,2025-07-18,9
1721,353,248,2024-04-06,5
1722,132,73,2024-06-27,10
1723,900,10,2023-10-18,9
1724,849,193,2024-12-25,5
1725,799,299,2024-10-21,4
1726,565,270,2024-02-15,7
1727,656,23,2024-02-25,3
1728,602,131,2023-08-01,5
1729,187,88,2025-03-04,2
1730,787,31,2023-08-10,9
1731,990,146,2024-01-11,7
1732,133,103,2025-02-10,3
1733,444,139,2024-08-02,4
1734,515,28,2023-08-06,7
1735,933,239,2024-11-15,10
1736,890,5,2024-01-05,1
1737,57,35,2024-04-21,4
1738,852,199,2024-10-20,7
1739,128,139,2025-04-04,3
1740,531,185,2024-02-29,9
1741,157,56,2024-02-16,10
1742,312,10,2025-04-25,2
1743,169,150,2025-04-15,8
1744,166,198,2024-06-12,8
1745,331,119,2024-06-14,6
1746,958,195,2024-11-28,7
1747,727,261,2024-06-17,7
1748,231,51,2023-11-13,3
1749,355,162,2025-05-21,1
1750,971,249,2025-04-15,6
1751,964,273,2024-08-19,7
1752,532,46,2024-09-01,4
1753,917,96,2024-01-20,5
1754,291,102,2024-04-28,2
1755,867,257,2023-10-16,2
1756,81,235,2023-07-31,2
1757,257,288,2023-08-24,6
1758,202,12,2024-09-14,10
1759,651,21,2023-10-04,6
1760,980,127,2025-01-21,1
1761,565,272,2025-06-05,4
1762,282,157,2023-10-04,5
1763,129,171,2024-09-04,3
1764,641,251,2025-06-01,9
1765,311,202,2024-12-02,2
1766,630,81,2024-03-13,2
1767,547,10,2023-09-08,4
1768,96,178,2024-01-19,10
1769,515,181,2023-12-07,1
1770,657,182,2023-08-19,5
1771,173,155,2025-06-23,4
1772,607,121,2025-07-20,9
1773,965,257,2023-11-24,4
1774,595,142,2024-05-17,1
1775,158,32,2023-08-28,4
1776,176,132,2023-08-04,5
1777,675,199,2025-06-07,2
1778,640,16,2024-10-29,10
1779,738,285,2024-12-02,10
1780,924,144,2025-03-05,1
1781,620,116,2024-04-09,10
1782,346,78,2024-08-15,8
1783,863,175,2024-06-30,1
1784,947,202,2024-02-22,1
1785,578,71,2023-10-18,6
1786,43,45,2024-08-18,2
1787,846,196,2025-05-02,5
1788,885,267,2024-01-27,1
1789,30,117,2024-05-31,6
1790,84,214,2024-03-19,5
1791,47,124,2025-04-18,7
1792,972,294,2024-05-15,9
1793,657,79,2025-05-20,4
1794,790,219,2024-10-16,6
1795,591,160,2024-01-31,7
1796,272,169,2023-07-25,6
1797,667,230,2024-08-22,3
1798,216,278,2025-03-07,2
1799,786,68,2023-12-17,6
1800,586,106,2023-11-23,7
1801,427,71,2024-04-17,9
1802,633,298,2024-09-29,2
1803,655,278,2024-03-15,9
1804,32,104,2024-05-26,3
1805,510,71,2025-01-19,1
1806,911,159,2024-01-17,10
1807,643,269,2025-03-10,7
1808,559,70,2024-09-03,8
