,order_id,customer_id,product_id,order_date,quantity,total_amount
1092,O01093,C00587,P0129,2024-02-24,2,1527.98
1093,O01094,C00133,P0236,2023-07-11,3,2855.22
1094,O01095,C01329,P0085,2023-08-04,5,9315.4
1095,O01096,C00426,P0428,2024-04-05,1,1582.19
1096,O01097,C00687,P0009,2024-12-09,2,2494.3
1097,O01098,C01268,P0150,2024-10-01,5,6037.7
1098,O01099,C01583,P0233,2023-08-12,2,1802.56
1099,O01100,C01970,P0397,2024-07-27,1,1877.24
1100,O01101,C01672,P0330,2024-02-26,1,1241.75
1101,O01102,C00530,P0143,2023-01-08,4,6196.6
1102,O01103,C01683,P0306,2024-10-08,3,421.5
1103,O01104,C00875,P0234,2023-01-17,4,4926.2
1104,O01105,C01856,P0276,2024-01-29,1,1155.12
1105,O01106,C01230,P0164,2024-08-25,1,535.06
1106,O01107,C00808,P0284,2023-07-30,2,704.52
1107,O01108,C01547,P0378,2024-06-29,3,5031.03
1108,O01109,C01720,P0089,2023-02-28,2,1222.62
1109,O01110,C01527,P0087,2023-03-13,4,1095.56
1110,O01111,C01088,P0002,2024-11-05,3,1761.39
1111,O01112,C01374,P0307,2024-11-30,3,5770.32
1112,O01113,C00509,P0002,2023-12-02,2,1174.26
1113,O01114,C01393,P0233,2024-09-22,3,2703.84
1114,O01115,C00427,P0469,2023-12-31,1,98.6
1115,O01116,C00592,P0426,2024-07-13,4,7827.28
1116,O01117,C01590,P0390,2024-04-06,1,867.57
1117,O01118,C01141,P0166,2023-01-29,4,248.76
1118,O01119,C01727,P0168,2024-09-11,2,2013.26
1119,O01120,C01799,P0070,2024-05-28,3,4768.08
1120,O01121,C01632,P0350,2023-04-22,3,2276.94
1121,O01122,C01590,P0154,2023-09-21,1,1089.28
1122,O01123,C00587,P0132,2024-03-29,2,2388.44
1123,O01124,C00055,P0076,2023-06-20,2,1725.46
1124,O01125,C01004,P0477,2023-05-23,3,2753.01
1125,O01126,C01946,P0416,2024-04-03,5,2137.5
1126,O01127,C01630,P0276,2024-04-08,1,1155.12
1127,O01128,C00501,P0421,2024-10-09,1,1520.45
1128,O01129,C00112,P0049,2023-03-04,5,4098.85
1129,O01130,C01407,P0019,2023-11-08,3,691.68
1130,O01131,C00461,P0438,2023-09-24,3,3927.45
1131,O01132,C01154,P0430,2023-05-07,2,2772.64
1132,O01133,C01810,P0116,2024-11-02,3,862.77
1133,O01134,C00025,P0263,2023-12-11,4,1484.76
1134,O01135,C01015,P0315,2023-07-06,2,3406.22
1135,O01136,C01472,P0204,2024-08-21,2,3469.2
1136,O01137,C01836,P0408,2024-04-10,5,5837.4
1137,O01138,C01359,P0172,2023-07-30,4,7037.88
1138,O01139,C00969,P0375,2024-02-22,3,1236.9
1139,O01140,C00805,P0288,2023-09-28,3,4458.06
1140,O01141,C01961,P0353,2024-12-12,3,4394.01
1141,O01142,C00412,P0375,2024-07-29,3,1236.9
1142,O01143,C00537,P0151,2023-09-21,3,115.29
1143,O01144,C01838,P0097,2024-04-20,2,1254.82
1144,O01145,C01233,P0021,2024-02-17,2,723.78
1145,O01146,C01904,P0361,2023-04-23,1,1572.29
1146,O01147,C00982,P0246,2024-06-30,3,4348.71
1147,O01148,C01650,P0300,2023-02-02,2,3483.06
1148,O01149,C00123,P0404,2023-08-09,1,967.18
1149,O01150,C00695,P0373,2024-12-18,1,1858.79
1150,O01151,C00245,P0310,2024-08-01,5,3520.4
1151,O01152,C01403,P0247,2024-03-10,2,1650.2
1152,O01153,C00387,P0351,2024-02-07,1,390.64
1153,O01154,C00849,P0077,2024-06-29,1,333.16
1154,O01155,C01891,P0412,2023-06-09,4,517.0
1155,O01156,C01212,P0167,2024-01-20,4,6664.92
1156,O01157,C00674,P0031,2023-08-02,1,774.18
1157,O01158,C01109,P0078,2024-10-31,2,1807.26
1158,O01159,C00030,P0185,2024-08-29,2,3190.34
1159,O01160,C00473,P0285,2023-10-25,2,2246.8
1160,O01161,C00843,P0024,2023-10-06,4,5688.28
1161,O01162,C00105,P0076,2024-02-06,3,2588.19
1162,O01163,C01698,P0226,2023-03-22,5,8344.45
1163,O01164,C00215,P0051,2024-02-05,2,2588.66
1164,O01165,C01119,P0136,2024-04-17,3,144.0
1165,O01166,C01463,P0350,2024-06-22,3,2276.94
1166,O01167,C00790,P0097,2024-08-12,2,1254.82
1167,O01168,C00786,P0357,2023-06-12,5,8525.65
1168,O01169,C01145,P0007,2023-12-14,1,1954.02
1169,O01170,C01221,P0131,2023-02-22,5,1511.1
1170,O01171,C01790,P0103,2023-02-20,3,1459.89
1171,O01172,C01804,P0480,2023-09-16,3,1478.76
1172,O01173,C01625,P0023,2023-02-12,1,1561.78
1173,O01174,C01194,P0362,2024-12-04,5,7778.25
1174,O01175,C01822,P0175,2024-07-30,4,1456.8
1175,O01176,C01628,P0465,2024-10-02,2,302.46
1176,O01177,C00609,P0423,2023-07-27,3,2970.21
1177,O01178,C01712,P0130,2024-09-15,1,1355.15
1178,O01179,C00389,P0486,2024-03-22,2,630.5
1179,O01180,C00312,P0338,2024-02-16,3,5532.3
1180,O01181,C01828,P0320,2023-12-19,1,491.43
1181,O01182,C00624,P0020,2024-09-21,4,6414.0
1182,O01183,C00996,P0110,2024-10-01,4,3107.08
1183,O01184,C01336,P0145,2023-10-25,4,1814.92
1184,O01185,C00807,P0178,2024-06-23,4,2974.6
1185,O01186,C00003,P0481,2023-02-26,1,1554.11
1186,O01187,C00747,P0266,2024-03-31,1,324.37
1187,O01188,C01615,P0465,2024-04-19,3,453.69
1188,O01189,C00451,P0293,2024-09-13,5,538.4
1189,O01190,C01549,P0418,2023-10-31,4,7377.44
1190,O01191,C00385,P0133,2023-03-12,1,215.63
1191,O01192,C01825,P0067,2023-12-19,3,434.16
1192,O01193,C00966,P0412,2024-10-25,3,387.75
1193,O01194,C01769,P0494,2024-06-15,3,5741.49
1194,O01195,C01100,P0251,2024-06-29,1,28.65
1195,O01196,C01883,P0266,2023-09-02,4,1297.48
1196,O01197,C01602,P0371,2023-03-30,4,5919.76
1197,O01198,C01998,P0278,2023-06-29,3,1244.34
1198,O01199,C00564,P0306,2024-09-03,4,562.0
1199,O01200,C01843,P0066,2024-08-13,5,5617.65
1200,O01201,C01405,P0401,2023-06-05,2,785.14
1201,O01202,C01369,P0015,2024-04-01,5,7296.0
1202,O01203,C01155,P0317,2024-11-12,1,1174.72
1203,O01204,C01232,P0441,2024-09-11,5,6503.55
1204,O01205,C01260,P0249,2023-11-30,2,3073.08
1205,O01206,C01598,P0402,2024-07-21,1,47.46
1206,O01207,C00535,P0225,2024-03-23,3,1653.78
1207,O01208,C01466,P0384,2023-03-11,5,431.9
1208,O01209,C00786,P0091,2023-10-03,1,1683.02
1209,O01210,C00791,P0411,2024-08-31,3,2621.85
1210,O01211,C01118,P0186,2024-11-05,4,924.12
1211,O01212,C01778,P0113,2024-04-20,5,4053.2
1212,O01213,C00918,P0256,2023-07-25,1,882.48
1213,O01214,C01938,P0279,2024-05-04,5,8096.2
1214,O01215,C00306,P0080,2023-12-20,4,6398.72
1215,O01216,C01526,P0275,2024-04-17,1,1478.58
1216,O01217,C01087,P0169,2024-01-22,2,2534.84
1217,O01218,C00376,P0412,2023-02-18,4,517.0
1218,O01219,C00123,P0317,2024-10-14,3,3524.16
1219,O01220,C00574,P0255,2023-11-14,4,617.6
1220,O01221,C00771,P0294,2023-03-19,4,4218.6
1221,O01222,C00026,P0380,2024-12-04,2,3442.42
1222,O01223,C01537,P0428,2024-01-01,2,3164.38
1223,O01224,C01461,P0321,2023-07-29,3,4893.78
1224,O01225,C00488,P0482,2024-05-12,3,5027.58
1225,O01226,C01929,P0115,2023-05-30,5,7520.05
1226,O01227,C00742,P0002,2023-09-24,5,2935.65
1227,O01228,C00164,P0265,2023-11-23,2,2432.28
1228,O01229,C00399,P0178,2024-02-06,4,2974.6
1229,O01230,C00266,P0484,2024-12-20,4,5590.28
1230,O01231,C00508,P0123,2023-07-26,2,1007.52
1231,O01232,C01800,P0244,2024-03-30,2,3687.16
1232,O01233,C00773,P0154,2023-02-15,2,2178.56
1233,O01234,C00835,P0067,2024-10-16,1,144.72
1234,O01235,C01510,P0103,2024-05-25,2,973.26
1235,O01236,C01058,P0082,2023-02-08,4,7730.04
1236,O01237,C01057,P0036,2023-04-17,1,1780.37
1237,O01238,C00067,P0403,2023-04-18,1,1744.03
1238,O01239,C01880,P0278,2023-05-31,1,414.78
1239,O01240,C01884,P0277,2024-09-27,3,189.48
1240,O01241,C01324,P0153,2023-06-16,1,809.73
1241,O01242,C00440,P0034,2023-04-25,3,5531.52
1242,O01243,C00532,P0484,2024-04-11,5,6987.85
1243,O01244,C00120,P0331,2023-07-06,4,6115.4
1244,O01245,C00049,P0207,2023-06-05,3,691.23
1245,O01246,C01538,P0218,2023-02-05,5,1038.35
1246,O01247,C01684,P0138,2024-02-05,2,905.62
1247,O01248,C01836,P0182,2024-02-22,2,3322.44
1248,O01249,C00213,P0022,2024-10-31,4,295.28
1249,O01250,C01684,P0454,2024-09-26,4,1297.96
1250,O01251,C01046,P0497,2024-01-16,5,4652.95
1251,O01252,C01577,P0330,2023-06-20,1,1241.75
1252,O01253,C01075,P0447,2023-06-18,4,3663.08
1253,O01254,C00458,P0172,2023-11-22,2,3518.94
1254,O01255,C00396,P0310,2024-05-06,2,1408.16
1255,O01256,C01095,P0297,2023-08-04,1,859.64
1256,O01257,C01552,P0160,2023-07-17,1,1542.46
1257,O01258,C00246,P0395,2024-06-22,3,5275.5
1258,O01259,C00800,P0217,2023-10-03,4,5840.88
1259,O01260,C00189,P0463,2024-07-29,5,1465.5
1260,O01261,C00599,P0343,2023-08-17,4,2156.24
1261,O01262,C00540,P0046,2024-06-14,5,4592.7
1262,O01263,C00706,P0201,2024-04-23,4,6293.48
1263,O01264,C00138,P0340,2023-02-15,2,3270.96
1264,O01265,C01890,P0130,2023-12-19,5,6775.75
1265,O01266,C00461,P0359,2024-12-16,5,3304.2
1266,O01267,C01893,P0463,2023-06-24,1,293.1
1267,O01268,C01972,P0242,2024-07-25,4,1650.36
1268,O01269,C00075,P0450,2024-08-20,3,2957.49
1269,O01270,C01595,P0121,2024-12-07,5,9796.15
1270,O01271,C00259,P0076,2023-11-28,2,1725.46
1271,O01272,C00617,P0109,2024-08-05,5,9456.0
1272,O01273,C01720,P0448,2023-01-29,3,3794.64
1273,O01274,C00155,P0398,2023-05-24,2,3650.84
1274,O01275,C00394,P0036,2024-08-15,1,1780.37
1275,O01276,C01349,P0332,2024-09-06,2,2738.66
1276,O01277,C01914,P0110,2023-07-06,1,776.77
1277,O01278,C01797,P0189,2023-12-15,2,1282.16
1278,O01279,C00180,P0264,2023-12-03,3,3091.32
1279,O01280,C01496,P0306,2024-07-05,1,140.5
1280,O01281,C00592,P0104,2024-01-07,5,4303.2
1281,O01282,C01063,P0160,2023-10-26,3,4627.38
1282,O01283,C01555,P0397,2023-02-09,4,7508.96
1283,O01284,C00912,P0244,2024-05-22,1,1843.58
1284,O01285,C00702,P0266,2023-09-02,2,648.74
1285,O01286,C01482,P0300,2023-02-02,3,5224.59
1286,O01287,C00891,P0441,2024-03-24,4,5202.84
1287,O01288,C01096,P0324,2024-12-08,4,7279.84
1288,O01289,C00339,P0238,2023-03-06,5,6794.95
1289,O01290,C00994,P0367,2024-12-20,2,1553.58
1290,O01291,C00159,P0311,2024-12-06,1,454.3
1291,O01292,C00286,P0220,2024-10-16,1,1354.7
1292,O01293,C01546,P0381,2024-09-02,5,6019.8
1293,O01294,C01922,P0329,2023-04-04,3,3886.11
1294,O01295,C00229,P0439,2024-08-31,5,5871.95
1295,O01296,C01554,P0076,2023-06-21,2,1725.46
1296,O01297,C00249,P0178,2023-11-24,5,3718.25
1297,O01298,C00463,P0460,2023-08-13,3,3983.94
1298,O01299,C01858,P0270,2024-03-04,5,3058.55
1299,O01300,C01776,P0257,2024-07-06,2,1889.78
1300,O01301,C00397,P0156,2023-01-30,2,3492.12
1301,O01302,C01162,P0022,2024-08-12,3,221.46
1302,O01303,C00135,P0101,2024-04-19,2,2212.64
1303,O01304,C00247,P0139,2024-07-24,1,399.03
1304,O01305,C01688,P0280,2024-04-12,1,566.91
1305,O01306,C00400,P0176,2024-09-27,1,824.82
1306,O01307,C01797,P0495,2024-08-04,2,1123.98
1307,O01308,C00464,P0347,2024-05-23,5,2263.45
1308,O01309,C00522,P0066,2024-05-24,4,4494.12
1309,O01310,C01701,P0428,2024-07-02,5,7910.95
1310,O01311,C00814,P0482,2023-07-30,2,3351.72
1311,O01312,C01940,P0113,2024-05-15,1,810.64
1312,O01313,C00926,P0219,2023-01-07,3,2988.63
1313,O01314,C00058,P0411,2023-11-11,3,2621.85
1314,O01315,C00026,P0323,2024-08-18,5,6244.05
1315,O01316,C00023,P0361,2024-10-17,2,3144.58
1316,O01317,C01576,P0112,2023-01-19,3,4739.19
1317,O01318,C00693,P0047,2024-02-11,2,515.02
1318,O01319,C00180,P0016,2023-02-28,2,3188.16
1319,O01320,C00507,P0061,2024-01-07,5,8050.75
1320,O01321,C00314,P0193,2023-01-01,3,3714.93
1321,O01322,C01864,P0198,2023-09-01,4,2513.88
1322,O01323,C01621,P0096,2023-10-02,4,4313.68
1323,O01324,C00287,P0261,2023-07-31,4,815.12
1324,O01325,C00967,P0283,2023-02-07,2,948.98
1325,O01326,C01518,P0282,2024-01-08,3,208.77
1326,O01327,C00988,P0496,2023-05-17,2,275.24
1327,O01328,C00782,P0243,2024-06-04,4,7500.88
1328,O01329,C00912,P0033,2024-03-19,2,123.82
1329,O01330,C00164,P0047,2023-04-26,2,515.02
1330,O01331,C00175,P0161,2023-09-14,5,4533.0
1331,O01332,C01557,P0231,2023-01-13,3,2345.43
1332,O01333,C01580,P0098,2024-01-19,1,551.54
1333,O01334,C01206,P0117,2023-08-30,3,1996.47
1334,O01335,C00977,P0160,2023-12-04,2,3084.92
1335,O01336,C00829,P0312,2024-05-26,2,3001.94
1336,O01337,C01837,P0459,2024-04-02,1,1208.62
1337,O01338,C01180,P0052,2024-03-11,5,5951.4
1338,O01339,C00854,P0055,2023-07-25,5,4626.95
1339,O01340,C01128,P0343,2024-01-02,2,1078.12
1340,O01341,C00826,P0169,2023-01-12,3,3802.26
1341,O01342,C01434,P0425,2023-12-25,3,5466.09
1342,O01343,C00897,P0491,2024-12-16,1,1602.21
1343,O01344,C01739,P0417,2023-11-12,5,556.7
1344,O01345,C00044,P0294,2024-10-03,4,4218.6
1345,O01346,C00020,P0310,2023-05-13,5,3520.4
1346,O01347,C00306,P0118,2023-01-02,4,4494.56
1347,O01348,C01834,P0375,2024-09-01,3,1236.9
1348,O01349,C01144,P0217,2023-02-14,1,1460.22
1349,O01350,C01803,P0181,2024-10-11,2,3870.14
1350,O01351,C01453,P0402,2024-02-29,2,94.92
1351,O01352,C00618,P0424,2024-04-19,1,1141.78
1352,O01353,C00945,P0188,2024-12-23,1,1582.57
1353,O01354,C00849,P0393,2024-06-06,3,4859.94
1354,O01355,C00667,P0157,2024-03-30,1,825.91
1355,O01356,C00601,P0475,2023-04-21,3,2894.82
1356,O01357,C00587,P0186,2023-03-12,5,1155.15
1357,O01358,C00951,P0391,2024-01-28,3,4176.9
1358,O01359,C00880,P0211,2024-10-28,4,4205.4
1359,O01360,C00169,P0371,2023-06-15,4,5919.76
1360,O01361,C00238,P0290,2023-01-15,2,1838.56
1361,O01362,C01034,P0078,2024-12-24,5,4518.15
1362,O01363,C00250,P0254,2024-10-12,2,1007.22
1363,O01364,C00184,P0233,2024-01-05,4,3605.12
1364,O01365,C00814,P0497,2023-02-23,4,3722.36
1365,O01366,C01933,P0413,2023-11-02,5,1710.35
1366,O01367,C00114,P0407,2023-09-30,4,2338.84
1367,O01368,C01790,P0129,2024-05-25,2,1527.98
1368,O01369,C00057,P0213,2024-04-05,3,4584.63
1369,O01370,C00201,P0290,2024-05-10,2,1838.56
1370,O01371,C00505,P0273,2024-07-26,4,586.32
1371,O01372,C01222,P0351,2023-03-28,5,1953.2
1372,O01373,C00186,P0048,2024-05-21,2,1305.36
1373,O01374,C00633,P0372,2023-12-30,1,1242.11
1374,O01375,C01225,P0240,2023-02-02,1,1648.93
1375,O01376,C00523,P0023,2024-12-11,1,1561.78
1376,O01377,C01711,P0014,2023-10-06,5,161.0
1377,O01378,C00510,P0470,2024-02-13,3,1948.98
1378,O01379,C01789,P0452,2024-02-08,2,2924.82
1379,O01380,C00570,P0240,2024-03-12,3,4946.79
1380,O01381,C01867,P0330,2024-02-20,4,4967.0
1381,O01382,C00199,P0109,2023-02-02,5,9456.0
1382,O01383,C01528,P0425,2023-07-01,1,1822.03
1383,O01384,C01558,P0478,2023-07-08,1,630.56
1384,O01385,C01332,P0114,2024-07-26,5,5891.8
1385,O01386,C00008,P0471,2023-01-31,5,103.4
1386,O01387,C01912,P0393,2023-06-11,3,4859.94
1387,O01388,C00811,P0130,2024-01-11,1,1355.15
1388,O01389,C00728,P0463,2023-06-07,3,879.3
1389,O01390,C01245,P0465,2023-09-26,1,151.23
1390,O01391,C00917,P0289,2024-12-01,3,5340.57
1391,O01392,C00268,P0069,2023-01-09,1,1165.23
1392,O01393,C00984,P0042,2024-08-08,5,6078.9
1393,O01394,C00786,P0219,2023-05-15,5,4981.05
1394,O01395,C01016,P0269,2023-02-25,1,1192.68
1395,O01396,C01706,P0324,2024-09-03,1,1819.96
1396,O01397,C01139,P0356,2023-06-15,5,489.55
1397,O01398,C01620,P0117,2024-11-12,2,1330.98
1398,O01399,C00004,P0266,2024-12-29,4,1297.48
1399,O01400,C00494,P0365,2023-02-24,5,7714.25
1400,O01401,C00070,P0443,2024-09-06,5,3425.35
1401,O01402,C01750,P0067,2024-11-11,5,723.6
1402,O01403,C00882,P0478,2023-10-13,1,630.56
1403,O01404,C00855,P0492,2023-08-30,2,242.14
1404,O01405,C01225,P0440,2024-11-24,2,3966.5
1405,O01406,C00672,P0205,2023-04-12,1,478.82
1406,O01407,C00651,P0327,2024-06-10,4,3772.0
1407,O01408,C00307,P0212,2024-01-24,5,8830.8
1408,O01409,C00037,P0055,2023-02-23,3,2776.17
1409,O01410,C00250,P0398,2024-08-04,4,7301.68
1410,O01411,C00361,P0420,2023-04-03,1,49.6
1411,O01412,C00160,P0363,2024-06-06,4,3032.44
1412,O01413,C01858,P0473,2023-07-10,5,9390.9
1413,O01414,C01870,P0464,2023-03-29,5,3193.15
1414,O01415,C00316,P0250,2023-09-26,5,3554.1
1415,O01416,C00775,P0335,2024-10-26,4,5409.56
1416,O01417,C01096,P0425,2023-03-06,3,5466.09
1417,O01418,C01533,P0328,2024-06-08,1,1928.38
1418,O01419,C00972,P0408,2024-06-22,2,2334.96
1419,O01420,C01173,P0393,2023-10-02,4,6479.92
1420,O01421,C01244,P0101,2024-08-16,1,1106.32
1421,O01422,C00561,P0391,2024-10-11,4,5569.2
1422,O01423,C01731,P0040,2024-02-07,1,1822.39
1423,O01424,C01147,P0242,2023-06-15,1,412.59
1424,O01425,C01151,P0221,2023-08-09,2,2410.74
1425,O01426,C01927,P0033,2023-12-12,2,123.82
1426,O01427,C01287,P0367,2023-09-11,2,1553.58
1427,O01428,C01659,P0302,2023-10-20,3,3052.14
1428,O01429,C00175,P0218,2023-10-19,1,207.67
1429,O01430,C00025,P0259,2024-03-12,2,2969.28
1430,O01431,C00335,P0313,2023-06-18,3,2956.02
1431,O01432,C01945,P0269,2024-04-14,5,5963.4
1432,O01433,C00841,P0399,2023-05-01,3,3406.68
1433,O01434,C00430,P0318,2023-10-20,1,824.7
1434,O01435,C01133,P0089,2024-12-04,4,2445.24
1435,O01436,C01647,P0014,2024-08-24,4,128.8
1436,O01437,C01548,P0418,2023-08-17,2,3688.72
1437,O01438,C00743,P0308,2024-09-17,2,374.7
1438,O01439,C01946,P0356,2023-07-31,5,489.55
1439,O01440,C00095,P0202,2024-12-05,4,7815.96
1440,O01441,C00780,P0197,2023-06-21,5,7824.2
1441,O01442,C01939,P0069,2024-10-10,1,1165.23
1442,O01443,C00912,P0356,2024-08-21,4,391.64
1443,O01444,C01527,P0421,2024-05-19,4,6081.8
1444,O01445,C00674,P0052,2024-06-20,2,2380.56
1445,O01446,C00167,P0230,2023-04-19,5,5818.2
1446,O01447,C00175,P0157,2023-03-08,5,4129.55
1447,O01448,C00696,P0179,2024-01-23,5,9750.2
1448,O01449,C00500,P0491,2024-07-11,5,8011.05
1449,O01450,C00493,P0458,2024-07-04,5,3146.2
1450,O01451,C00720,P0232,2024-03-11,4,3584.28
1451,O01452,C00595,P0149,2023-03-05,3,2380.83
1452,O01453,C01156,P0243,2024-05-13,4,7500.88
1453,O01454,C01437,P0465,2023-07-17,3,453.69
1454,O01455,C01458,P0116,2024-05-22,3,862.77
1455,O01456,C00186,P0361,2023-07-01,1,1572.29
1456,O01457,C00523,P0049,2023-05-20,5,4098.85
1457,O01458,C01484,P0056,2024-01-05,5,4029.55
1458,O01459,C01023,P0244,2024-05-05,4,7374.32
1459,O01460,C01683,P0035,2023-09-20,4,2319.04
1460,O01461,C01776,P0321,2024-04-16,2,3262.52
1461,O01462,C00568,P0493,2024-06-18,4,1182.8
1462,O01463,C00993,P0267,2023-11-16,5,8864.15
1463,O01464,C00365,P0405,2024-05-18,3,3675.96
1464,O01465,C01193,P0054,2024-08-28,1,1346.26
1465,O01466,C00757,P0359,2023-07-09,3,1982.52
1466,O01467,C01638,P0067,2023-04-08,4,578.88
1467,O01468,C00700,P0358,2023-05-12,1,1175.18
1468,O01469,C02000,P0043,2023-05-31,3,2743.83
1469,O01470,C00187,P0018,2024-07-03,4,5318.12
1470,O01471,C00753,P0427,2024-03-31,2,3935.68
1471,O01472,C01695,P0223,2024-04-30,4,5169.56
1472,O01473,C01582,P0194,2023-06-27,2,3629.48
1473,O01474,C00150,P0374,2024-09-07,3,5028.96
1474,O01475,C00656,P0390,2024-05-19,2,1735.14
1475,O01476,C00061,P0401,2023-10-09,3,1177.71
1476,O01477,C01344,P0039,2023-07-03,1,1279.12
1477,O01478,C01836,P0017,2024-03-17,2,2578.12
1478,O01479,C01994,P0002,2023-02-14,5,2935.65
1479,O01480,C01892,P0328,2024-02-15,1,1928.38
1480,O01481,C00970,P0065,2024-11-13,4,5888.96
1481,O01482,C00406,P0068,2023-05-11,2,3267.28
1482,O01483,C00558,P0147,2024-12-29,1,86.53
1483,O01484,C00702,P0221,2024-07-27,3,3616.11
1484,O01485,C01905,P0169,2023-11-05,3,3802.26
1485,O01486,C00230,P0347,2024-03-24,3,1358.07
1486,O01487,C00392,P0407,2023-11-30,4,2338.84
1487,O01488,C00247,P0318,2024-04-10,1,824.7
1488,O01489,C00660,P0163,2023-12-26,1,1307.14
1489,O01490,C00654,P0171,2023-10-13,4,6228.36
1490,O01491,C00993,P0347,2023-05-03,1,452.69
1491,O01492,C00367,P0380,2024-04-22,4,6884.84
1492,O01493,C01979,P0325,2024-08-01,1,1361.28
1493,O01494,C01092,P0289,2023-09-22,1,1780.19
1494,O01495,C00263,P0347,2023-04-11,1,452.69
1495,O01496,C01762,P0151,2023-12-02,1,38.43
1496,O01497,C01164,P0143,2024-06-16,5,7745.75
1497,O01498,C00368,P0418,2023-04-15,4,7377.44
1498,O01499,C00515,P0209,2023-11-15,1,1070.99
1499,O01500,C00519,P0006,2023-10-12,1,936.36
1500,O01501,C01501,P0296,2023-09-06,2,3477.3
1501,O01502,C01518,P0108,2024-10-11,5,111.5
1502,O01503,C01450,P0390,2023-04-03,3,2602.71
1503,O01504,C01953,P0485,2024-06-22,4,2141.24
1504,O01505,C01542,P0143,2024-01-28,5,7745.75
1505,O01506,C01129,P0423,2024-10-18,4,3960.28
1506,O01507,C01242,P0070,2023-09-02,2,3178.72
1507,O01508,C01061,P0042,2023-12-01,1,1215.78
1508,O01509,C01093,P0485,2023-06-16,2,1070.62
1509,O01510,C00772,P0340,2023-11-04,2,3270.96
1510,O01511,C00459,P0040,2024-12-14,3,5467.17
1511,O01512,C01610,P0142,2024-12-24,1,1081.59
1512,O01513,C00043,P0036,2023-04-27,4,7121.48
1513,O01514,C01358,P0234,2023-07-13,2,2463.1
1514,O01515,C00927,P0136,2024-05-01,2,96.0
1515,O01516,C01103,P0369,2023-08-05,1,1954.77
1516,O01517,C01870,P0246,2023-12-08,1,1449.57
1517,O01518,C01810,P0111,2023-12-26,2,2276.9
1518,O01519,C01001,P0474,2024-02-21,3,3861.78
1519,O01520,C01335,P0129,2023-02-07,2,1527.98
1520,O01521,C00346,P0469,2024-10-08,2,197.2
1521,O01522,C00337,P0194,2024-03-22,1,1814.74
1522,O01523,C00881,P0102,2023-08-29,3,3239.07
1523,O01524,C01003,P0299,2023-11-02,1,1170.51
1524,O01525,C01402,P0085,2023-09-18,2,3726.16
1525,O01526,C00366,P0395,2024-08-21,4,7034.0
1526,O01527,C00148,P0388,2023-09-04,1,922.07
1527,O01528,C00776,P0012,2023-04-06,1,624.61
1528,O01529,C00149,P0264,2023-05-04,3,3091.32
1529,O01530,C00979,P0082,2024-04-09,2,3865.02
1530,O01531,C01602,P0467,2023-08-02,1,15.91
1531,O01532,C00940,P0029,2024-10-04,4,4261.96
1532,O01533,C00212,P0141,2023-02-28,2,2079.42
1533,O01534,C01834,P0273,2024-09-27,5,732.9
1534,O01535,C00505,P0282,2023-02-06,5,347.95
1535,O01536,C01352,P0074,2024-05-08,1,426.99
1536,O01537,C00757,P0499,2023-01-11,3,5322.48
1537,O01538,C00895,P0028,2024-02-12,3,5048.73
1538,O01539,C00385,P0156,2024-10-14,4,6984.24
1539,O01540,C01928,P0409,2024-06-01,4,3560.44
1540,O01541,C01028,P0499,2023-05-12,2,3548.32
1541,O01542,C00407,P0068,2024-07-21,1,1633.64
1542,O01543,C01008,P0245,2023-01-30,4,1081.72
1543,O01544,C00814,P0468,2023-12-17,3,4590.24
1544,O01545,C01732,P0498,2023-01-18,1,1990.58
1545,O01546,C01543,P0285,2023-06-09,3,3370.2
1546,O01547,C01773,P0395,2023-12-08,3,5275.5
1547,O01548,C01476,P0454,2024-09-29,3,973.47
1548,O01549,C00676,P0320,2024-12-12,3,1474.29
1549,O01550,C01713,P0393,2024-09-01,2,3239.96
1550,O01551,C00918,P0398,2023-05-03,5,9127.1
1551,O01552,C00135,P0383,2023-08-16,1,180.91
1552,O01553,C00053,P0361,2024-04-29,1,1572.29
1553,O01554,C00804,P0296,2023-02-09,4,6954.6
1554,O01555,C00747,P0043,2024-01-16,3,2743.83
1555,O01556,C01017,P0037,2024-08-13,4,421.12
1556,O01557,C01139,P0201,2023-09-06,5,7866.85
1557,O01558,C00404,P0406,2024-10-27,4,2338.96
1558,O01559,C01281,P0282,2024-11-27,3,208.77
1559,O01560,C01353,P0159,2023-04-20,2,1348.58
1560,O01561,C01646,P0062,2024-06-18,4,3650.88
1561,O01562,C00052,P0180,2024-12-02,3,424.11
1562,O01563,C01064,P0007,2024-09-28,3,5862.06
1563,O01564,C00875,P0056,2023-08-15,1,805.91
1564,O01565,C00993,P0489,2024-04-08,5,9617.2
1565,O01566,C00230,P0187,2024-08-02,2,77.76
1566,O01567,C01575,P0402,2024-11-29,4,189.84
1567,O01568,C01072,P0299,2024-11-29,5,5852.55
1568,O01569,C00436,P0205,2024-03-09,3,1436.46
1569,O01570,C01001,P0098,2023-01-19,5,2757.7
1570,O01571,C00834,P0444,2023-12-07,2,1311.24
1571,O01572,C01613,P0026,2024-01-04,2,2632.82
1572,O01573,C01282,P0480,2023-10-25,5,2464.6
1573,O01574,C01817,P0461,2024-11-18,5,6838.25
1574,O01575,C00165,P0392,2024-06-26,5,4464.85
1575,O01576,C01524,P0378,2024-02-27,3,5031.03
1576,O01577,C01768,P0259,2023-10-02,5,7423.2
