order_id,shipping_date,shipping_fee,shipping_status
ORD10634,2024-02-26,19.48,Shipped
ORD10635,2024-11-28,16.53,Delayed
ORD10636,2024-04-30,3.06,Cancelled
ORD10637,2024-04-02,8.52,Cancelled
ORD10638,2025-04-09,7.82,Delayed
ORD10639,2023-10-24,18.35,Cancelled
ORD10640,2023-04-26,7.22,Cancelled
ORD10641,2023-08-19,1.24,Pending
ORD10642,2023-04-07,14.4,Cancelled
ORD10643,2024-11-11,15.14,Pending
ORD10644,2024-01-16,4.46,Cancelled
ORD10645,2023-06-09,15.0,Delayed
ORD10646,2024-03-01,13.11,Shipped
ORD10647,2023-04-20,1.17,Pending
ORD10648,2024-12-06,4.5,Pending
ORD10649,2023-11-29,7.2,Delayed
ORD10650,2024-03-19,7.43,Cancelled
ORD10651,2023-05-14,18.44,Delayed
ORD10652,2025-05-18,16.94,Pending
ORD10653,2024-01-19,9.61,Pending
ORD10654,2023-05-19,5.37,Cancelled
ORD10655,2025-04-22,8.85,Delayed
ORD10656,2023-10-01,2.33,Pending
ORD10657,2024-07-05,18.78,Delayed
ORD10658,2024-02-02,5.07,Pending
ORD10659,2024-07-13,12.76,Cancelled
ORD10660,2024-04-13,1.88,Shipped
ORD10661,2024-11-05,5.19,Cancelled
ORD10662,2024-03-28,3.95,Pending
ORD10663,2023-12-03,3.32,Pending
ORD10664,2023-09-13,7.87,Pending
ORD10665,2024-11-16,6.92,Pending
ORD10666,2023-10-16,12.52,Pending
ORD10667,2023-10-04,12.54,Delayed
ORD10668,2023-01-26,1.63,Delayed
ORD10669,2023-08-30,11.79,Pending
ORD10670,2023-09-30,11.58,Shipped
ORD10671,2024-02-26,9.76,Cancelled
ORD10672,2023-11-08,13.86,Delayed
ORD10673,2023-02-05,4.76,Shipped
ORD10674,2025-04-08,18.5,Cancelled
ORD10675,2023-04-16,11.23,Pending
ORD10676,2024-11-13,13.53,Delayed
ORD10677,2023-07-07,15.28,Cancelled
ORD10678,2023-05-14,9.7,Shipped
ORD10679,2023-07-31,1.96,Cancelled
ORD10680,2024-02-21,10.61,Delayed
ORD10681,2023-10-08,6.77,Cancelled
ORD10682,2023-09-15,19.63,Cancelled
ORD10683,2023-01-19,12.54,Pending
ORD10684,2024-12-13,9.2,Shipped
ORD10685,2025-01-04,13.92,Delayed
ORD10686,2023-05-20,5.0,Cancelled
ORD10687,2023-08-15,10.61,Delayed
ORD10688,2023-01-05,18.2,Shipped
ORD10689,2023-08-25,11.06,Delayed
ORD10690,2025-05-05,12.01,Delayed
ORD10691,2024-04-09,15.96,Cancelled
ORD10692,2023-08-16,4.14,Cancelled
ORD10693,2024-10-18,16.06,Cancelled
ORD10694,2024-05-17,8.23,Pending
ORD10695,2024-06-05,5.0,Pending
ORD10696,2024-12-04,7.22,Pending
ORD10697,2025-05-12,10.27,Delayed
ORD10698,2024-11-07,14.64,Cancelled
ORD10699,2023-05-24,18.51,Pending
ORD10700,2023-10-05,10.0,Shipped
ORD10701,2023-10-19,14.83,Delayed
ORD10702,2023-02-27,9.88,Pending
ORD10703,2024-11-23,15.84,Pending
ORD10704,2023-04-21,5.81,Delayed
ORD10705,2024-12-20,17.63,Cancelled
ORD10706,2024-10-12,8.91,Shipped
ORD10707,2023-01-10,1.87,Shipped
ORD10708,2024-11-03,18.81,Delayed
ORD10709,2024-11-16,12.39,Cancelled
ORD10710,2025-05-23,2.65,Shipped
ORD10711,2023-02-22,19.63,Cancelled
ORD10712,2023-04-07,4.21,Cancelled
ORD10713,2024-07-16,15.4,Cancelled
ORD10714,2025-01-27,18.91,Pending
ORD10715,2025-05-11,6.16,Delayed
ORD10716,2023-08-03,12.48,Delayed
ORD10717,2024-03-13,17.9,Pending
ORD10718,2025-05-04,13.92,Delayed
ORD10719,2024-05-24,2.58,Cancelled
ORD10720,2025-04-19,12.81,Delayed
ORD10721,2024-10-13,8.92,Shipped
ORD10722,2023-07-27,5.36,Delayed
ORD10723,2024-01-17,6.19,Pending
ORD10724,2023-03-18,14.21,Pending
ORD10725,2024-05-31,17.51,Pending
ORD10726,2023-03-23,11.34,Shipped
ORD10727,2025-04-23,8.51,Pending
ORD10728,2023-03-23,6.09,Cancelled
ORD10729,2025-03-30,12.13,Pending
ORD10730,2025-02-07,13.26,Pending
ORD10731,2024-02-19,10.39,Cancelled
ORD10732,2024-09-05,12.45,Pending
ORD10733,2023-04-16,13.0,Shipped
ORD10734,2025-04-28,2.73,Pending
ORD10735,2024-07-04,4.04,Shipped
ORD10736,2024-04-26,2.46,Pending
ORD10737,2025-04-05,2.82,Delayed
ORD10738,2023-10-06,4.43,Shipped
ORD10739,2023-04-01,12.92,Pending
ORD10740,2024-12-24,12.02,Delayed
ORD10741,2025-06-02,3.89,Shipped
ORD10742,2023-03-23,18.64,Pending
ORD10743,2023-03-23,16.46,Cancelled
ORD10744,2024-03-20,13.11,Pending
ORD10745,2024-06-26,13.9,Delayed
ORD10746,2023-09-07,15.59,Pending
ORD10747,2024-08-02,2.51,Cancelled
ORD10748,2025-02-20,1.86,Pending
ORD10749,2024-01-19,3.32,Cancelled
ORD10750,2024-12-21,10.19,Shipped
ORD10751,2024-07-24,16.84,Pending
ORD10752,2024-12-16,12.83,Shipped
ORD10753,2025-01-11,18.05,Pending
ORD10754,2023-05-28,2.86,Cancelled
ORD10755,2025-06-14,10.23,Delayed
ORD10756,2024-01-04,8.58,Shipped
ORD10757,2023-03-30,1.15,Shipped
ORD10758,2023-05-24,14.11,Shipped
ORD10759,2023-12-22,19.07,Cancelled
ORD10760,2024-07-01,17.51,Pending
ORD10761,2023-06-07,16.6,Pending
ORD10762,2023-06-12,18.84,Delayed
ORD10763,2024-03-23,11.06,Delayed
ORD10764,2024-10-17,19.83,Cancelled
ORD10765,2025-02-04,3.16,Shipped
ORD10766,2023-11-01,6.94,Cancelled
ORD10767,2024-09-15,6.78,Shipped
ORD10768,2024-10-21,3.16,Shipped
ORD10769,2024-03-27,18.06,Cancelled
ORD10770,2024-12-26,1.21,Cancelled
ORD10771,2023-08-18,3.67,Pending
ORD10772,2023-02-18,18.22,Delayed
ORD10773,2023-09-21,2.01,Pending
ORD10774,2025-01-27,13.48,Shipped
ORD10775,2023-01-05,17.36,Pending
ORD10776,2024-09-29,6.38,Shipped
ORD10777,2023-10-01,4.4,Pending
ORD10778,2024-08-20,4.19,Cancelled
ORD10779,2023-01-21,13.66,Shipped
ORD10780,2023-12-01,1.48,Pending
ORD10781,2024-04-08,4.38,Shipped
ORD10782,2023-03-02,11.38,Pending
ORD10783,2023-06-28,13.98,Delayed
ORD10784,2023-03-10,4.55,Cancelled
ORD10785,2024-07-16,8.3,Delayed
ORD10786,2023-11-08,3.8,Shipped
ORD10787,2023-09-03,17.8,Shipped
ORD10788,2023-10-22,5.18,Shipped
ORD10789,2025-03-13,9.3,Delayed
ORD10790,2023-12-04,14.79,Pending
ORD10791,2024-06-16,11.05,Pending
ORD10792,2025-05-01,4.18,Cancelled
ORD10793,2023-09-18,10.39,Shipped
ORD10794,2024-08-26,2.93,Shipped
ORD10795,2024-05-28,8.62,Shipped
ORD10796,2025-03-03,3.15,Cancelled
ORD10797,2024-12-23,19.76,Cancelled
ORD10798,2024-09-03,16.1,Cancelled
ORD10799,2025-01-11,15.0,Shipped
ORD10800,2025-03-25,4.41,Shipped
ORD10801,2025-04-09,7.33,Cancelled
ORD10802,2024-04-10,17.62,Pending
ORD10803,2023-07-24,9.21,Pending
ORD10804,2023-10-03,15.81,Pending
ORD10805,2025-01-17,4.25,Delayed
ORD10806,2024-07-14,2.59,Delayed
ORD10807,2023-03-05,4.97,Shipped
ORD10808,2023-08-21,6.38,Shipped
ORD10809,2023-09-08,7.86,Pending
ORD10810,2023-09-04,2.47,Delayed
ORD10811,2024-08-14,15.81,Shipped
ORD10812,2023-06-09,13.63,Shipped
ORD10813,2025-01-08,9.5,Delayed
ORD10814,2024-12-05,1.05,Delayed
ORD10815,2024-07-19,10.53,Pending
ORD10816,2023-04-01,11.41,Cancelled
ORD10817,2023-11-11,18.65,Cancelled
ORD10818,2025-05-05,2.18,Cancelled
ORD10819,2023-03-13,10.58,Cancelled
ORD10820,2024-10-23,9.59,Cancelled
ORD10821,2023-01-21,1.94,Shipped
ORD10822,2023-02-08,11.62,Pending
ORD10823,2025-04-25,19.93,Cancelled
ORD10824,2025-03-04,8.46,Delayed
ORD10825,2024-07-15,16.78,Delayed
ORD10826,2023-03-19,18.74,Pending
ORD10827,2025-05-20,7.12,Shipped
ORD10828,2025-04-06,2.6,Pending
ORD10829,2023-12-12,9.4,Cancelled
ORD10830,2023-05-16,13.18,Cancelled
ORD10831,2023-02-28,5.61,Pending
ORD10832,2023-03-08,11.42,Shipped
ORD10833,2025-05-07,3.24,Pending
ORD10834,2024-06-08,3.48,Delayed
ORD10835,2023-10-04,3.05,Pending
ORD10836,2023-09-07,2.2,Pending
ORD10837,2023-06-26,5.86,Cancelled
ORD10838,2024-09-23,18.01,Cancelled
ORD10839,2023-11-13,11.15,Shipped
ORD10840,2025-02-24,17.83,Shipped
ORD10841,2024-12-07,7.91,Pending
ORD10842,2024-10-25,6.75,Cancelled
ORD10843,2023-05-15,6.98,Shipped
ORD10844,2023-04-13,13.81,Delayed
ORD10845,2023-11-12,17.26,Cancelled
ORD10846,2025-02-23,16.24,Shipped
ORD10847,2023-10-23,9.76,Cancelled
ORD10848,2024-12-27,6.16,Delayed
ORD10849,2024-05-12,18.84,Cancelled
ORD10850,2023-12-31,11.77,Cancelled
ORD10851,2023-12-04,19.09,Shipped
ORD10852,2024-08-07,4.11,Delayed
ORD10853,2023-01-10,16.76,Cancelled
ORD10854,2023-02-18,15.03,Shipped
ORD10855,2024-05-02,6.85,Delayed
ORD10856,2024-09-14,11.32,Shipped
ORD10857,2023-11-23,18.86,Shipped
ORD10858,2025-01-06,11.97,Shipped
ORD10859,2024-07-26,2.9,Delayed
ORD10860,2025-03-10,16.6,Delayed
ORD10861,2024-09-18,14.28,Cancelled
ORD10862,2023-05-13,16.12,Cancelled
ORD10863,2024-08-11,9.83,Cancelled
ORD10864,2023-03-26,18.14,Delayed
ORD10865,2023-03-02,3.46,Cancelled
ORD10866,2024-01-12,15.02,Shipped
ORD10867,2023-12-16,10.19,Pending
ORD10868,2023-09-29,16.01,Cancelled
ORD10869,2024-05-03,9.02,Delayed
ORD10870,2023-04-25,2.43,Cancelled
ORD10871,2025-05-24,17.53,Cancelled
ORD10872,2025-06-08,15.41,Shipped
ORD10873,2023-03-20,3.45,Pending
ORD10874,2023-06-09,13.64,Shipped
ORD10875,2024-06-18,5.78,Delayed
ORD10876,2024-10-08,19.19,Delayed
ORD10877,2023-11-28,9.59,Pending
ORD10878,2023-05-08,9.37,Pending
ORD10879,2023-02-16,7.13,Pending
ORD10880,2023-06-19,14.84,Shipped
ORD10881,2024-10-08,12.73,Delayed
ORD10882,2023-01-27,13.09,Pending
ORD10883,2023-10-11,11.11,Cancelled
ORD10884,2025-02-03,15.89,Delayed
ORD10885,2024-04-19,14.47,Cancelled
ORD10886,2024-02-08,4.32,Cancelled
ORD10887,2023-01-14,19.19,Pending
ORD10888,2023-01-16,5.08,Delayed
ORD10889,2025-04-04,14.31,Shipped
ORD10890,2025-04-15,4.1,Delayed
ORD10891,2023-02-27,1.57,Pending
ORD10892,2023-07-29,11.93,Cancelled
ORD10893,2024-07-09,13.65,Pending
ORD10894,2024-09-04,14.56,Delayed
ORD10895,2024-12-05,15.55,Delayed
ORD10896,2024-02-08,11.14,Delayed
ORD10897,2023-07-11,3.57,Cancelled
ORD10898,2023-02-20,5.72,Pending
ORD10899,2024-02-02,7.06,Cancelled
ORD10900,2024-10-19,16.13,Delayed
ORD10901,2024-11-16,3.49,Pending
ORD10902,2025-04-02,12.45,Cancelled
ORD10903,2024-09-13,13.57,Cancelled
ORD10904,2024-12-22,4.15,Pending
ORD10905,2023-11-02,9.99,Delayed
ORD10906,2024-09-19,19.49,Pending
ORD10907,2023-07-17,16.78,Delayed
ORD10908,2024-02-26,18.0,Cancelled
ORD10909,2024-10-25,12.98,Shipped
ORD10910,2024-02-29,17.19,Cancelled
ORD10911,2025-01-24,9.06,Pending
ORD10912,2024-10-04,6.13,Shipped
ORD10913,2024-09-14,3.22,Pending
ORD10914,2024-06-08,2.75,Cancelled
ORD10915,2023-12-25,14.1,Delayed
ORD10916,2023-05-31,17.76,Delayed
ORD10917,2024-01-01,4.36,Cancelled
ORD10918,2024-01-02,5.02,Pending
ORD10919,2024-10-15,16.19,Cancelled
ORD10920,2024-12-07,4.46,Pending
ORD10921,2024-02-12,4.7,Cancelled
ORD10922,2024-08-29,1.61,Delayed
ORD10923,2024-05-12,6.06,Delayed
ORD10924,2023-08-21,16.19,Shipped
ORD10925,2024-08-03,15.06,Delayed
ORD10926,2025-05-02,4.86,Delayed
ORD10927,2024-06-21,18.75,Shipped
ORD10928,2023-09-27,2.47,Cancelled
ORD10929,2024-02-11,7.45,Delayed
ORD10930,2025-03-03,6.57,Delayed
ORD10931,2023-01-13,10.08,Delayed
ORD10932,2023-11-22,4.17,Shipped
ORD10933,2024-12-19,13.0,Delayed
ORD10934,2023-05-10,4.41,Delayed
ORD10935,2023-11-07,8.19,Shipped
ORD10936,2024-12-08,18.09,Shipped
ORD10937,2024-05-26,4.07,Shipped
ORD10938,2023-03-30,3.34,Cancelled
ORD10939,2023-12-23,6.19,Cancelled
ORD10940,2024-09-24,13.19,Pending
ORD10941,2023-12-24,18.14,Cancelled
ORD10942,2024-11-19,6.48,Cancelled
ORD10943,2023-01-17,4.3,Cancelled
ORD10944,2023-09-18,14.84,Delayed
ORD10945,2023-08-03,5.07,Cancelled
ORD10946,2023-10-08,8.12,Shipped
ORD10947,2024-03-18,7.84,Shipped
ORD10948,2025-04-25,2.16,Delayed
ORD10949,2025-04-18,16.38,Delayed
ORD10950,2024-01-25,8.0,Shipped
ORD10951,2024-09-13,16.14,Pending
ORD10952,2024-05-02,17.28,Cancelled
ORD10953,2023-05-27,17.79,Pending
ORD10954,2023-10-10,18.43,Pending
ORD10955,2024-06-07,1.93,Cancelled
ORD10956,2024-09-22,16.44,Pending
ORD10957,2024-09-03,5.94,Pending
ORD10958,2024-03-14,19.96,Shipped
ORD10959,2023-05-29,14.76,Shipped
ORD10960,2023-10-18,3.67,Cancelled
ORD10961,2024-01-23,19.61,Pending
ORD10962,2023-01-18,15.11,Cancelled
ORD10963,2023-09-15,18.86,Delayed
ORD10964,2023-12-15,4.91,Shipped
ORD10965,2024-12-04,19.77,Shipped
ORD10966,2023-12-17,18.5,Cancelled
ORD10967,2024-02-04,1.25,Cancelled
ORD10968,2023-07-31,14.99,Cancelled
ORD10969,2025-05-07,3.17,Shipped
ORD10970,2023-06-24,8.17,Cancelled
ORD10971,2024-04-10,5.6,Cancelled
ORD10972,2023-09-28,18.35,Shipped
ORD10973,2023-08-13,17.74,Pending
ORD10974,2023-06-01,16.18,Shipped
ORD10975,2024-09-15,10.86,Cancelled
ORD10976,2023-07-03,12.36,Shipped
ORD10977,2024-02-09,8.33,Shipped
ORD10978,2025-05-02,9.07,Delayed
ORD10979,2023-03-13,9.32,Delayed
ORD10980,2024-02-22,12.04,Shipped
ORD10981,2025-06-19,3.04,Pending
ORD10982,2023-10-16,7.05,Pending
ORD10983,2023-03-16,14.82,Pending
ORD10984,2023-12-27,2.55,Shipped
ORD10985,2025-01-01,1.03,Delayed
ORD10986,2024-05-14,15.47,Pending
ORD10987,2023-11-25,18.3,Cancelled
ORD10988,2024-06-21,4.14,Cancelled
ORD10989,2024-08-06,15.99,Pending
ORD10990,2025-06-29,13.14,Shipped
ORD10991,2024-03-24,18.58,Shipped
ORD10992,2024-01-13,11.53,Shipped
ORD10993,2023-12-28,6.02,Delayed
ORD10994,2023-04-09,3.68,Shipped
ORD10995,2023-11-17,17.16,Cancelled
ORD10996,2023-11-26,15.49,Cancelled
ORD10997,2024-01-22,10.6,Delayed
ORD10998,2024-08-03,4.11,Shipped
ORD10999,2025-01-06,13.3,Delayed
ORD11000,2025-01-12,2.61,Delayed
ORD11001,2025-05-31,3.59,Cancelled
ORD11002,2023-12-12,1.26,Cancelled
ORD11003,2025-05-01,5.23,Cancelled
ORD11004,2023-04-16,4.22,Cancelled
ORD11005,2023-08-03,2.29,Delayed
ORD11006,2023-07-12,12.0,Pending
ORD11007,2024-11-05,10.86,Delayed
ORD11008,2025-06-04,15.06,Delayed
ORD11009,2024-12-24,9.68,Delayed
ORD11010,2025-02-21,13.53,Cancelled
ORD11011,2023-07-17,5.05,Cancelled
ORD11012,2024-01-15,14.34,Pending
ORD11013,2024-02-11,12.27,Shipped
ORD11014,2024-10-31,7.46,Cancelled
ORD11015,2025-01-24,10.08,Cancelled
ORD11016,2024-08-24,13.54,Pending
ORD11017,2023-01-15,8.41,Cancelled
ORD11018,2023-07-10,1.3,Delayed
ORD11019,2024-12-27,14.68,Shipped
ORD11020,2023-01-20,1.77,Pending
ORD11021,2025-02-16,12.5,Shipped
ORD11022,2023-10-26,7.01,Delayed
ORD11023,2024-02-19,16.53,Pending
ORD11024,2024-08-13,11.83,Pending
ORD11025,2023-02-25,7.48,Cancelled
ORD11026,2024-10-07,15.1,Pending
ORD11027,2023-01-30,11.08,Cancelled
ORD11028,2024-08-01,12.76,Cancelled
ORD11029,2023-01-21,9.09,Shipped
ORD11030,2023-12-19,17.24,Cancelled
ORD11031,2024-03-03,5.02,Delayed
ORD11032,2024-10-11,13.85,Cancelled
ORD11033,2025-04-14,1.32,Cancelled
ORD11034,2023-08-23,7.21,Shipped
ORD11035,2025-02-07,16.15,Shipped
ORD11036,2023-08-03,2.08,Delayed
ORD11037,2024-03-07,3.46,Pending
ORD11038,2023-10-25,13.6,Cancelled
ORD11039,2025-01-15,6.91,Delayed
ORD11040,2025-01-27,18.38,Shipped
ORD11041,2024-08-06,17.65,Pending
ORD11042,2023-04-15,17.24,Delayed
ORD11043,2023-07-27,12.07,Shipped
ORD11044,2023-02-26,10.53,Pending
ORD11045,2024-01-14,7.11,Delayed
ORD11046,2025-04-23,5.57,Pending
ORD11047,2023-02-28,16.22,Pending
ORD11048,2023-10-09,9.94,Cancelled
ORD11049,2023-12-03,15.51,Delayed
ORD11050,2023-02-04,1.72,Cancelled
ORD11051,2023-05-19,14.73,Cancelled
ORD11052,2023-02-28,18.5,Delayed
ORD11053,2023-04-16,15.7,Delayed
ORD11054,2023-09-27,9.72,Pending
ORD11055,2024-06-08,10.23,Delayed
ORD11056,2024-05-12,11.64,Delayed
ORD11057,2023-09-14,14.82,Pending
ORD11058,2023-10-22,7.27,Pending
ORD11059,2024-10-30,4.24,Delayed
ORD11060,2023-06-13,18.83,Delayed
ORD11061,2024-07-04,8.97,Shipped
ORD11062,2024-09-27,2.56,Cancelled
ORD11063,2023-03-13,16.3,Pending
ORD11064,2025-01-25,17.19,Cancelled
ORD11065,2023-10-31,12.19,Pending
ORD11066,2024-04-07,12.8,Cancelled
ORD11067,2024-12-26,7.23,Pending
ORD11068,2025-04-05,4.97,Cancelled
ORD11069,2023-04-16,10.43,Shipped
ORD11070,2023-03-01,3.7,Pending
ORD11071,2023-12-02,13.63,Delayed
ORD11072,2025-04-15,6.11,Cancelled
ORD11073,2025-01-24,1.02,Delayed
ORD11074,2024-01-31,15.43,Delayed
ORD11075,2025-01-15,11.84,Shipped
ORD11076,2025-05-25,18.89,Delayed
ORD11077,2024-01-22,3.73,Delayed
ORD11078,2023-04-02,9.93,Delayed
ORD11079,2025-03-05,5.21,Delayed
ORD11080,2024-03-25,2.31,Pending
ORD11081,2023-04-22,13.84,Cancelled
ORD11082,2023-11-13,8.13,Pending
ORD11083,2023-06-22,7.34,Delayed
ORD11084,2025-03-22,8.93,Delayed
ORD11085,2024-03-10,3.49,Cancelled
ORD11086,2024-03-18,15.21,Shipped
ORD11087,2023-08-11,6.15,Delayed
ORD11088,2023-08-13,3.67,Cancelled
ORD11089,2024-11-05,16.02,Pending
ORD11090,2024-06-15,6.01,Cancelled
ORD11091,2023-10-11,2.45,Cancelled
ORD11092,2024-07-25,10.99,Pending
ORD11093,2024-07-31,9.53,Pending
ORD11094,2025-05-27,13.36,Delayed
ORD11095,2024-04-10,19.94,Pending
ORD11096,2025-04-22,13.52,Shipped
ORD11097,2025-01-24,6.45,Shipped
ORD11098,2024-08-24,10.14,Cancelled
ORD11099,2024-08-08,1.92,Pending
ORD11100,2025-04-23,4.84,Pending
ORD11101,2023-02-05,2.16,Delayed
ORD11102,2023-12-25,6.55,Shipped
ORD11103,2023-10-16,11.05,Delayed
ORD11104,2023-04-01,5.75,Cancelled
ORD11105,2023-08-24,2.03,Pending
ORD11106,2025-01-16,13.86,Pending
ORD11107,2023-11-12,2.66,Cancelled
ORD11108,2024-01-01,18.3,Shipped
ORD11109,2025-02-20,14.89,Shipped
ORD11110,2025-03-14,1.6,Pending
ORD11111,2025-04-20,18.67,Cancelled
ORD11112,2025-06-28,14.77,Cancelled
ORD11113,2023-09-27,10.47,Cancelled
ORD11114,2024-12-04,15.88,Cancelled
ORD11115,2023-05-12,5.56,Cancelled
ORD11116,2025-03-16,7.5,Cancelled
ORD11117,2025-03-02,8.17,Delayed
ORD11118,2025-04-14,7.62,Delayed
ORD11119,2023-12-22,12.73,Shipped
ORD11120,2023-06-30,4.95,Shipped
ORD11121,2025-03-18,12.65,Delayed
ORD11122,2024-04-26,4.84,Shipped
ORD11123,2025-06-10,3.05,Shipped
ORD11124,2023-06-14,3.65,Pending
ORD11125,2025-02-21,11.91,Delayed
ORD11126,2025-06-12,4.9,Shipped
ORD11127,2023-04-10,11.21,Pending
ORD11128,2025-02-18,4.65,Pending
ORD11129,2024-05-24,4.58,Shipped
ORD11130,2024-01-05,4.91,Shipped
ORD11131,2023-12-25,6.92,Delayed
ORD11132,2025-03-14,7.39,Shipped
ORD11133,2024-03-14,9.83,Pending
ORD11134,2023-03-24,8.15,Shipped
ORD11135,2023-08-19,9.21,Cancelled
ORD11136,2024-02-18,1.27,Cancelled
ORD11137,2025-01-06,6.35,Shipped
ORD11138,2023-05-04,7.08,Shipped
ORD11139,2024-05-02,15.18,Delayed
ORD11140,2023-07-14,6.81,Cancelled
ORD11141,2024-08-19,9.3,Shipped
ORD11142,2024-08-17,18.72,Cancelled
ORD11143,2024-10-23,19.22,Pending
ORD11144,2023-04-20,14.96,Delayed
ORD11145,2024-01-21,13.56,Cancelled
ORD11146,2025-02-22,14.25,Cancelled
ORD11147,2024-01-27,5.74,Pending
ORD11148,2023-09-04,12.08,Shipped
ORD11149,2024-08-13,9.3,Delayed
ORD11150,2025-05-23,16.68,Pending
ORD11151,2024-04-13,7.55,Shipped
ORD11152,2025-05-20,4.0,Delayed
ORD11153,2024-06-22,10.64,Pending
ORD11154,2023-08-03,9.63,Shipped
ORD11155,2024-08-29,4.06,Pending
ORD11156,2024-09-30,11.2,Shipped
ORD11157,2023-03-14,12.24,Delayed
ORD11158,2024-10-01,16.77,Delayed
ORD11159,2023-11-11,19.08,Cancelled
ORD11160,2024-12-02,13.9,Delayed
ORD11161,2024-11-30,12.87,Shipped
ORD11162,2024-12-11,15.23,Delayed
ORD11163,2024-08-16,6.96,Cancelled
ORD11164,2025-05-12,13.48,Delayed
ORD11165,2023-07-05,19.97,Cancelled
ORD11166,2025-05-07,5.78,Delayed
ORD11167,2023-09-13,3.74,Shipped
ORD11168,2023-01-15,1.57,Shipped
ORD11169,2023-11-01,19.4,Pending
ORD11170,2023-03-23,6.76,Pending
ORD11171,2023-02-20,19.59,Cancelled
ORD11172,2025-03-03,10.41,Delayed
ORD11173,2023-06-03,7.27,Cancelled
ORD11174,2025-01-02,17.92,Shipped
ORD11175,2023-05-08,10.54,Cancelled
ORD11176,2023-08-04,15.48,Delayed
ORD11177,2023-10-12,15.53,Shipped
ORD11178,2024-06-25,17.97,Delayed
ORD11179,2024-11-21,8.14,Shipped
ORD11180,2023-06-07,15.22,Pending
ORD11181,2023-08-28,9.05,Pending
ORD11182,2024-01-13,15.42,Delayed
ORD11183,2023-03-27,18.17,Pending
ORD11184,2024-05-09,18.24,Shipped
ORD11185,2023-12-27,2.09,Delayed
ORD11186,2023-10-05,13.65,Cancelled
ORD11187,2024-08-02,10.19,Shipped
ORD11188,2023-02-16,16.74,Cancelled
ORD11189,2024-07-27,5.58,Cancelled
ORD11190,2023-05-05,1.81,Pending
ORD11191,2023-12-15,3.01,Shipped
ORD11192,2024-12-08,5.21,Delayed
ORD11193,2023-11-27,1.24,Cancelled
ORD11194,2024-02-17,12.16,Pending
ORD11195,2023-11-21,16.24,Shipped
ORD11196,2023-04-27,8.32,Delayed
ORD11197,2025-02-13,7.65,Delayed
ORD11198,2023-03-30,17.02,Cancelled
ORD11199,2024-03-10,7.56,Pending
ORD11200,2024-12-16,14.63,Pending
ORD11201,2025-03-05,17.51,Cancelled
ORD11202,2024-12-16,10.31,Delayed
ORD11203,2023-04-10,18.49,Delayed
ORD11204,2024-06-26,13.92,Cancelled
ORD11205,2024-08-26,18.24,Cancelled
ORD11206,2023-05-28,10.9,Shipped
ORD11207,2024-11-24,7.6,Cancelled
ORD11208,2023-09-17,3.09,Delayed
ORD11209,2023-07-08,7.93,Cancelled
ORD11210,2023-08-30,13.87,Shipped
ORD11211,2025-05-22,17.33,Cancelled
ORD11212,2025-06-18,11.63,Delayed
ORD11213,2024-05-17,19.63,Pending
ORD11214,2024-12-12,8.99,Pending
ORD11215,2025-03-24,8.37,Cancelled
ORD11216,2024-11-12,13.15,Delayed
ORD11217,2025-03-30,11.8,Delayed
ORD11218,2023-09-28,6.96,Cancelled
ORD11219,2024-06-06,3.21,Shipped
ORD11220,2024-07-06,5.16,Delayed
ORD11221,2023-04-24,8.89,Pending
ORD11222,2023-12-05,4.56,Delayed
ORD11223,2024-07-21,18.22,Shipped
ORD11224,2023-12-31,10.7,Delayed
ORD11225,2024-10-14,8.5,Cancelled
ORD11226,2024-09-06,2.28,Pending
ORD11227,2023-12-06,2.55,Pending
ORD11228,2024-11-21,13.18,Cancelled
ORD11229,2023-06-19,18.17,Cancelled
ORD11230,2023-12-08,17.07,Delayed
ORD11231,2025-03-12,11.6,Cancelled
ORD11232,2023-09-20,12.01,Delayed
ORD11233,2025-06-11,10.99,Cancelled
ORD11234,2025-01-04,15.05,Shipped
ORD11235,2023-07-18,11.86,Pending
ORD11236,2023-08-04,2.11,Pending
ORD11237,2023-10-17,10.4,Shipped
ORD11238,2024-11-23,5.94,Pending
ORD11239,2025-02-01,8.38,Pending
ORD11240,2025-01-13,4.43,Delayed
ORD11241,2024-04-19,16.46,Shipped
ORD11242,2024-05-02,9.02,Pending
ORD11243,2023-01-28,5.47,Shipped
ORD11244,2024-07-13,3.55,Delayed
ORD11245,2023-04-25,8.7,Shipped
ORD11246,2023-10-28,3.1,Cancelled
ORD11247,2023-01-07,4.87,Shipped
ORD11248,2024-07-07,15.31,Shipped
ORD11249,2024-11-14,11.84,Cancelled
ORD11250,2025-05-23,5.63,Shipped
ORD11251,2025-03-09,16.9,Delayed
ORD11252,2023-07-24,13.68,Pending
ORD11253,2023-11-23,16.43,Shipped
ORD11254,2025-04-06,8.98,Pending
ORD11255,2025-02-27,4.3,Shipped
ORD11256,2023-09-01,8.85,Delayed
ORD11257,2023-11-29,8.93,Pending
ORD11258,2023-02-19,13.18,Delayed
ORD11259,2025-01-31,10.32,Delayed
ORD11260,2024-08-15,8.44,Delayed
ORD11261,2024-09-16,4.16,Delayed
ORD11262,2023-01-13,16.21,Shipped
ORD11263,2025-06-28,16.19,Shipped
ORD11264,2024-01-17,16.92,Shipped
ORD11265,2024-01-02,5.12,Pending
ORD11266,2024-08-29,9.91,Shipped
ORD11267,2023-12-09,5.14,Pending
