order_id,customer_id,product_id,quantity,order_date
ORD10516,CUST1001,PROD1030,4,2024-06-05
ORD10517,CUST1384,PROD1015,2,2024-06-03
ORD10518,CUST1302,PROD1049,2,2024-12-17
ORD10519,CUST1196,PROD1031,1,2023-11-11
ORD10520,CUST1403,PROD1021,5,2024-12-09
ORD10521,CUST1010,PROD1028,5,2024-12-10
ORD10522,CUST1233,PROD1021,5,2024-06-25
ORD10523,CUST1385,PROD1042,2,2024-04-23
ORD10524,CUST1194,PROD1002,1,2023-01-20
ORD10525,CUST1470,PROD1009,3,2024-07-13
ORD10526,CUST1118,PROD1041,2,2023-05-10
ORD10527,CUST1395,PROD1020,2,2023-10-20
ORD10528,CUST1019,PROD1015,1,2025-06-15
ORD10529,CUST1260,PROD1011,4,2023-05-12
ORD10530,CUST1292,PROD1001,2,2023-12-22
ORD10531,CUST1421,PROD1040,4,2023-02-23
ORD10532,CUST1255,PROD1023,4,2025-06-08
ORD10533,CUST1221,PROD1034,5,2025-03-03
ORD10534,CUST1392,PROD1029,1,2024-01-22
ORD10535,CUST1225,PROD1029,4,2023-09-22
ORD10536,CUST1052,PROD1046,1,2023-08-03
ORD10537,CUST1427,PROD1034,5,2024-04-04
ORD10538,CUST1354,PROD1018,1,2024-04-02
ORD10539,CUST1499,PROD1049,2,2025-03-12
ORD10540,CUST1341,PROD1007,4,2023-02-12
ORD10541,CUST1363,PROD1025,1,2024-08-08
ORD10542,CUST1279,PROD1048,3,2025-05-11
ORD10543,CUST1080,PROD1039,1,2023-10-05
ORD10544,CUST1201,PROD1006,4,2025-04-17
ORD10545,CUST1157,PROD1029,5,2025-01-23
ORD10546,CUST1119,PROD1006,5,2023-05-10
ORD10547,CUST1058,PROD1002,4,2023-12-16
ORD10548,CUST1493,PROD1000,2,2024-12-06
ORD10549,CUST1214,PROD1035,2,2024-06-27
ORD10550,CUST1127,PROD1024,5,2023-04-16
ORD10551,CUST1223,PROD1036,5,2025-06-30
ORD10552,CUST1208,PROD1000,4,2024-12-16
ORD10553,CUST1369,PROD1014,2,2023-01-01
ORD10554,CUST1114,PROD1036,5,2025-01-26
ORD10555,CUST1208,PROD1012,2,2024-08-06
ORD10556,CUST1013,PROD1039,5,2024-03-07
ORD10557,CUST1008,PROD1007,1,2023-11-02
ORD10558,CUST1039,PROD1004,3,2025-06-27
ORD10559,CUST1449,PROD1008,1,2024-06-10
ORD10560,CUST1236,PROD1000,5,2023-02-22
ORD10561,CUST1280,PROD1035,3,2024-06-03
ORD10562,CUST1358,PROD1034,3,2023-11-26
ORD10563,CUST1200,PROD1001,5,2024-07-11
ORD10564,CUST1245,PROD1039,5,2023-11-21
ORD10565,CUST1277,PROD1022,2,2023-04-24
ORD10566,CUST1234,PROD1008,5,2023-05-27
ORD10567,CUST1493,PROD1033,4,2023-06-15
ORD10568,CUST1003,PROD1045,5,2024-01-14
ORD10569,CUST1153,PROD1013,4,2023-05-19
ORD10570,CUST1441,PROD1003,5,2024-09-20
ORD10571,CUST1028,PROD1029,2,2023-10-26
ORD10572,CUST1108,PROD1030,4,2023-10-03
ORD10573,CUST1097,PROD1037,1,2025-02-27
ORD10574,CUST1214,PROD1010,4,2025-04-29
ORD10575,CUST1292,PROD1034,2,2025-04-04
ORD10576,CUST1074,PROD1007,4,2023-06-27
ORD10577,CUST1325,PROD1002,5,2025-04-21
ORD10578,CUST1145,PROD1013,5,2023-12-20
ORD10579,CUST1127,PROD1012,2,2023-06-03
ORD10580,CUST1340,PROD1044,3,2023-07-20
ORD10581,CUST1041,PROD1031,5,2025-05-27
ORD10582,CUST1355,PROD1033,1,2023-04-25
ORD10583,CUST1040,PROD1044,2,2024-11-01
ORD10584,CUST1421,PROD1018,4,2024-07-07
ORD10585,CUST1033,PROD1037,4,2025-01-28
ORD10586,CUST1016,PROD1015,1,2023-03-09
ORD10587,CUST1164,PROD1001,5,2024-03-20
ORD10588,CUST1152,PROD1039,2,2024-03-20
ORD10589,CUST1485,PROD1016,1,2023-11-22
ORD10590,CUST1377,PROD1033,5,2025-04-25
ORD10591,CUST1075,PROD1041,2,2024-12-08
ORD10592,CUST1086,PROD1015,4,2024-08-24
ORD10593,CUST1116,PROD1037,2,2024-09-14
ORD10594,CUST1361,PROD1001,3,2025-05-29
ORD10595,CUST1341,PROD1001,2,2023-12-25
ORD10596,CUST1468,PROD1025,3,2023-05-25
ORD10597,CUST1026,PROD1012,2,2023-10-02
ORD10598,CUST1312,PROD1046,3,2024-05-23
ORD10599,CUST1286,PROD1030,4,2023-06-28
ORD10600,CUST1133,PROD1033,5,2025-01-22
ORD10601,CUST1218,PROD1038,3,2025-04-17
ORD10602,CUST1167,PROD1002,3,2025-04-10
ORD10603,CUST1097,PROD1007,4,2024-04-21
ORD10604,CUST1267,PROD1022,3,2025-04-22
ORD10605,CUST1236,PROD1013,1,2024-02-18
ORD10606,CUST1308,PROD1026,4,2023-06-02
ORD10607,CUST1454,PROD1028,1,2023-04-14
ORD10608,CUST1393,PROD1038,4,2023-03-16
ORD10609,CUST1172,PROD1038,3,2023-05-08
ORD10610,CUST1400,PROD1000,1,2024-12-11
ORD10611,CUST1409,PROD1016,3,2024-10-27
ORD10612,CUST1468,PROD1040,4,2024-07-21
ORD10613,CUST1475,PROD1029,3,2025-02-28
ORD10614,CUST1189,PROD1012,1,2023-12-11
ORD10615,CUST1121,PROD1020,1,2024-06-14
ORD10616,CUST1045,PROD1018,3,2023-06-08
ORD10617,CUST1063,PROD1018,2,2024-06-21
ORD10618,CUST1129,PROD1024,4,2024-03-01
ORD10619,CUST1309,PROD1021,4,2024-11-11
ORD10620,CUST1362,PROD1030,3,2023-01-23
ORD10621,CUST1192,PROD1016,2,2023-02-16
ORD10622,CUST1306,PROD1022,1,2024-06-08
ORD10623,CUST1180,PROD1031,5,2024-12-29
ORD10624,CUST1291,PROD1009,5,2025-04-13
ORD10625,CUST1370,PROD1009,3,2024-12-06
ORD10626,CUST1281,PROD1035,2,2023-05-24
ORD10627,CUST1028,PROD1007,2,2024-08-07
ORD10628,CUST1148,PROD1019,4,2024-10-29
ORD10629,CUST1266,PROD1031,1,2024-08-11
ORD10630,CUST1295,PROD1049,2,2024-02-23
ORD10631,CUST1010,PROD1013,5,2024-11-11
ORD10632,CUST1163,PROD1049,1,2025-03-09
ORD10633,CUST1112,PROD1027,1,2023-03-26
ORD10634,CUST1186,PROD1045,3,2024-02-20
ORD10635,CUST1294,PROD1023,2,2024-11-24
ORD10636,CUST1231,PROD1014,3,2024-04-26
ORD10637,CUST1226,PROD1021,2,2024-03-31
ORD10638,CUST1309,PROD1029,4,2025-04-06
ORD10639,CUST1097,PROD1003,3,2023-10-24
ORD10640,CUST1054,PROD1012,3,2023-04-22
ORD10641,CUST1110,PROD1022,5,2023-08-18
ORD10642,CUST1151,PROD1007,3,2023-04-06
ORD10643,CUST1245,PROD1017,2,2024-11-10
ORD10644,CUST1405,PROD1011,5,2024-01-13
ORD10645,CUST1068,PROD1030,3,2023-06-05
ORD10646,CUST1311,PROD1013,3,2024-02-25
ORD10647,CUST1288,PROD1033,4,2023-04-15
ORD10648,CUST1249,PROD1017,3,2024-12-05
ORD10649,CUST1035,PROD1033,1,2023-11-26
ORD10650,CUST1238,PROD1010,5,2024-03-14
ORD10651,CUST1147,PROD1040,1,2023-05-12
ORD10652,CUST1466,PROD1011,5,2025-05-16
ORD10653,CUST1226,PROD1048,4,2024-01-17
ORD10654,CUST1243,PROD1014,3,2023-05-18
ORD10655,CUST1490,PROD1030,3,2025-04-22
ORD10656,CUST1336,PROD1048,3,2023-09-27
ORD10657,CUST1445,PROD1028,5,2024-07-03
ORD10658,CUST1364,PROD1025,3,2024-01-31
ORD10659,CUST1490,PROD1017,1,2024-07-10
ORD10660,CUST1481,PROD1031,3,2024-04-08
ORD10661,CUST1200,PROD1021,4,2024-11-05
ORD10662,CUST1153,PROD1037,1,2024-03-25
ORD10663,CUST1449,PROD1016,3,2023-11-27
ORD10664,CUST1072,PROD1022,3,2023-09-10
ORD10665,CUST1200,PROD1023,2,2024-11-11
ORD10666,CUST1295,PROD1049,5,2023-10-12
ORD10667,CUST1016,PROD1007,1,2023-10-01
ORD10668,CUST1128,PROD1040,2,2023-01-20
ORD10669,CUST1216,PROD1005,4,2023-08-27
ORD10670,CUST1060,PROD1004,5,2023-09-27
ORD10671,CUST1426,PROD1043,1,2024-02-22
ORD10672,CUST1103,PROD1028,3,2023-11-06
ORD10673,CUST1041,PROD1027,1,2023-01-31
ORD10674,CUST1024,PROD1010,3,2025-04-05
ORD10675,CUST1038,PROD1000,5,2023-04-14
ORD10676,CUST1290,PROD1042,3,2024-11-12
ORD10677,CUST1130,PROD1018,4,2023-07-05
ORD10678,CUST1497,PROD1008,3,2023-05-08
ORD10679,CUST1228,PROD1026,4,2023-07-29
ORD10680,CUST1107,PROD1033,5,2024-02-18
ORD10681,CUST1171,PROD1043,5,2023-10-08
ORD10682,CUST1434,PROD1003,1,2023-09-10
ORD10683,CUST1477,PROD1035,4,2023-01-19
ORD10684,CUST1101,PROD1017,4,2024-12-12
ORD10685,CUST1353,PROD1014,2,2025-01-01
ORD10686,CUST1011,PROD1012,2,2023-05-16
ORD10687,CUST1274,PROD1018,2,2023-08-11
ORD10688,CUST1100,PROD1048,3,2023-01-03
ORD10689,CUST1043,PROD1005,2,2023-08-24
ORD10690,CUST1442,PROD1047,4,2025-05-03
ORD10691,CUST1304,PROD1011,3,2024-04-09
ORD10692,CUST1444,PROD1036,5,2023-08-16
ORD10693,CUST1016,PROD1016,1,2024-10-15
ORD10694,CUST1329,PROD1022,2,2024-05-13
ORD10695,CUST1056,PROD1025,5,2024-06-04
ORD10696,CUST1310,PROD1028,4,2024-12-02
ORD10697,CUST1496,PROD1032,1,2025-05-11
ORD10698,CUST1302,PROD1026,5,2024-11-07
ORD10699,CUST1011,PROD1024,1,2023-05-19
ORD10700,CUST1317,PROD1009,2,2023-10-03
ORD10701,CUST1079,PROD1046,4,2023-10-18
ORD10702,CUST1215,PROD1022,1,2023-02-22
ORD10703,CUST1338,PROD1020,5,2024-11-17
ORD10704,CUST1263,PROD1020,2,2023-04-20
ORD10705,CUST1478,PROD1042,2,2024-12-15
ORD10706,CUST1148,PROD1012,5,2024-10-09
ORD10707,CUST1080,PROD1036,5,2023-01-04
ORD10708,CUST1214,PROD1032,1,2024-10-28
ORD10709,CUST1484,PROD1023,3,2024-11-14
ORD10710,CUST1373,PROD1043,2,2025-05-19
ORD10711,CUST1463,PROD1010,1,2023-02-16
ORD10712,CUST1197,PROD1016,5,2023-04-04
ORD10713,CUST1199,PROD1003,1,2024-07-13
ORD10714,CUST1024,PROD1046,5,2025-01-21
ORD10715,CUST1465,PROD1024,4,2025-05-08
ORD10716,CUST1088,PROD1029,5,2023-08-01
ORD10717,CUST1267,PROD1008,5,2024-03-11
ORD10718,CUST1142,PROD1020,5,2025-05-01
ORD10719,CUST1058,PROD1019,3,2024-05-22
ORD10720,CUST1409,PROD1018,5,2025-04-15
ORD10721,CUST1488,PROD1018,2,2024-10-12
ORD10722,CUST1364,PROD1011,2,2023-07-24
ORD10723,CUST1025,PROD1036,1,2024-01-16
ORD10724,CUST1046,PROD1041,3,2023-03-14
ORD10725,CUST1287,PROD1016,1,2024-05-30
ORD10726,CUST1265,PROD1036,2,2023-03-17
ORD10727,CUST1015,PROD1047,2,2025-04-20
ORD10728,CUST1198,PROD1038,4,2023-03-18
ORD10729,CUST1400,PROD1027,5,2025-03-26
ORD10730,CUST1406,PROD1040,2,2025-02-06
ORD10731,CUST1281,PROD1034,1,2024-02-14
ORD10732,CUST1468,PROD1046,1,2024-09-05
ORD10733,CUST1085,PROD1047,5,2023-04-16
ORD10734,CUST1249,PROD1017,5,2025-04-24
ORD10735,CUST1390,PROD1013,4,2024-07-04
ORD10736,CUST1269,PROD1034,3,2024-04-20
ORD10737,CUST1334,PROD1043,1,2025-04-05
ORD10738,CUST1116,PROD1040,5,2023-10-02
ORD10739,CUST1006,PROD1006,1,2023-03-29
ORD10740,CUST1136,PROD1040,5,2024-12-23
ORD10741,CUST1370,PROD1012,2,2025-05-30
ORD10742,CUST1175,PROD1017,1,2023-03-18
ORD10743,CUST1327,PROD1036,2,2023-03-18
ORD10744,CUST1497,PROD1012,1,2024-03-17
ORD10745,CUST1314,PROD1035,3,2024-06-23
ORD10746,CUST1214,PROD1030,4,2023-09-02
ORD10747,CUST1476,PROD1001,2,2024-07-31
ORD10748,CUST1081,PROD1015,5,2025-02-16
ORD10749,CUST1222,PROD1008,3,2024-01-17
ORD10750,CUST1477,PROD1008,1,2024-12-17
ORD10751,CUST1371,PROD1037,2,2024-07-23
ORD10752,CUST1422,PROD1010,1,2024-12-13
ORD10753,CUST1482,PROD1021,1,2025-01-06
ORD10754,CUST1401,PROD1032,1,2023-05-22
ORD10755,CUST1442,PROD1035,4,2025-06-11
ORD10756,CUST1489,PROD1044,4,2024-01-03
ORD10757,CUST1102,PROD1022,5,2023-03-25
ORD10758,CUST1272,PROD1044,2,2023-05-23
ORD10759,CUST1013,PROD1044,3,2023-12-18
ORD10760,CUST1158,PROD1033,3,2024-06-28
ORD10761,CUST1151,PROD1008,3,2023-06-01
ORD10762,CUST1482,PROD1023,1,2023-06-07
ORD10763,CUST1107,PROD1007,4,2024-03-21
ORD10764,CUST1187,PROD1006,2,2024-10-14
ORD10765,CUST1300,PROD1035,1,2025-02-01
ORD10766,CUST1097,PROD1017,4,2023-10-30
ORD10767,CUST1130,PROD1002,4,2024-09-15
ORD10768,CUST1292,PROD1027,2,2024-10-17
ORD10769,CUST1170,PROD1005,2,2024-03-25
ORD10770,CUST1423,PROD1043,2,2024-12-21
ORD10771,CUST1473,PROD1043,1,2023-08-12
ORD10772,CUST1182,PROD1020,5,2023-02-12
ORD10773,CUST1470,PROD1027,2,2023-09-21
ORD10774,CUST1363,PROD1039,5,2025-01-25
ORD10775,CUST1038,PROD1000,1,2023-01-03
ORD10776,CUST1014,PROD1035,5,2024-09-28
ORD10777,CUST1375,PROD1020,3,2023-09-25
ORD10778,CUST1496,PROD1042,5,2024-08-18
ORD10779,CUST1003,PROD1034,2,2023-01-16
ORD10780,CUST1348,PROD1012,1,2023-11-30
ORD10781,CUST1469,PROD1048,2,2024-04-08
ORD10782,CUST1408,PROD1009,3,2023-02-28
ORD10783,CUST1396,PROD1043,2,2023-06-26
ORD10784,CUST1209,PROD1046,2,2023-03-04
ORD10785,CUST1160,PROD1009,2,2024-07-14
ORD10786,CUST1015,PROD1045,4,2023-11-03
ORD10787,CUST1492,PROD1012,3,2023-09-03
ORD10788,CUST1425,PROD1036,2,2023-10-16
ORD10789,CUST1107,PROD1037,2,2025-03-08
ORD10790,CUST1381,PROD1023,2,2023-11-28
ORD10791,CUST1449,PROD1001,1,2024-06-10
ORD10792,CUST1310,PROD1021,4,2025-04-29
ORD10793,CUST1226,PROD1016,1,2023-09-12
ORD10794,CUST1169,PROD1035,4,2024-08-26
ORD10795,CUST1033,PROD1013,2,2024-05-24
ORD10796,CUST1413,PROD1009,3,2025-03-01
ORD10797,CUST1250,PROD1034,5,2024-12-18
ORD10798,CUST1246,PROD1024,5,2024-08-28
ORD10799,CUST1268,PROD1002,2,2025-01-06
ORD10800,CUST1140,PROD1046,1,2025-03-23
ORD10801,CUST1273,PROD1037,3,2025-04-09
ORD10802,CUST1415,PROD1016,4,2024-04-07
ORD10803,CUST1095,PROD1011,2,2023-07-18
ORD10804,CUST1226,PROD1023,3,2023-09-28
ORD10805,CUST1378,PROD1028,3,2025-01-15
ORD10806,CUST1038,PROD1042,4,2024-07-11
ORD10807,CUST1301,PROD1024,3,2023-03-05
ORD10808,CUST1499,PROD1035,1,2023-08-18
ORD10809,CUST1028,PROD1025,1,2023-09-06
ORD10810,CUST1445,PROD1037,1,2023-09-03
ORD10811,CUST1496,PROD1000,3,2024-08-09
ORD10812,CUST1476,PROD1019,1,2023-06-06
ORD10813,CUST1317,PROD1027,4,2025-01-04
ORD10814,CUST1244,PROD1015,3,2024-12-02
ORD10815,CUST1235,PROD1046,5,2024-07-17
ORD10816,CUST1184,PROD1016,3,2023-03-29
ORD10817,CUST1271,PROD1039,4,2023-11-09
ORD10818,CUST1439,PROD1027,5,2025-04-30
ORD10819,CUST1235,PROD1011,3,2023-03-07
ORD10820,CUST1238,PROD1026,1,2024-10-23
ORD10821,CUST1376,PROD1041,2,2023-01-20
ORD10822,CUST1265,PROD1046,2,2023-02-02
ORD10823,CUST1413,PROD1029,1,2025-04-19
ORD10824,CUST1408,PROD1040,2,2025-03-03
ORD10825,CUST1358,PROD1033,2,2024-07-11
ORD10826,CUST1339,PROD1036,1,2023-03-14
ORD10827,CUST1388,PROD1005,1,2025-05-15
ORD10828,CUST1064,PROD1006,3,2025-04-04
ORD10829,CUST1477,PROD1031,3,2023-12-09
ORD10830,CUST1176,PROD1031,1,2023-05-13
ORD10831,CUST1002,PROD1024,4,2023-02-24
ORD10832,CUST1428,PROD1032,2,2023-03-02
ORD10833,CUST1141,PROD1006,3,2025-05-06
ORD10834,CUST1375,PROD1011,2,2024-06-03
ORD10835,CUST1157,PROD1015,5,2023-09-29
ORD10836,CUST1497,PROD1015,1,2023-09-03
ORD10837,CUST1323,PROD1042,4,2023-06-25
ORD10838,CUST1145,PROD1035,5,2024-09-19
ORD10839,CUST1445,PROD1012,5,2023-11-13
ORD10840,CUST1292,PROD1006,5,2025-02-21
ORD10841,CUST1152,PROD1035,1,2024-12-05
ORD10842,CUST1431,PROD1046,3,2024-10-23
ORD10843,CUST1192,PROD1008,1,2023-05-11
ORD10844,CUST1436,PROD1031,3,2023-04-12
ORD10845,CUST1493,PROD1010,5,2023-11-06
ORD10846,CUST1462,PROD1007,5,2025-02-20
ORD10847,CUST1072,PROD1032,4,2023-10-19
ORD10848,CUST1398,PROD1022,3,2024-12-22
ORD10849,CUST1304,PROD1024,5,2024-05-09
ORD10850,CUST1376,PROD1007,2,2023-12-27
ORD10851,CUST1343,PROD1044,4,2023-12-04
ORD10852,CUST1451,PROD1021,1,2024-08-01
ORD10853,CUST1139,PROD1003,4,2023-01-10
ORD10854,CUST1186,PROD1039,2,2023-02-18
ORD10855,CUST1292,PROD1002,3,2024-05-01
ORD10856,CUST1060,PROD1028,1,2024-09-14
ORD10857,CUST1484,PROD1040,1,2023-11-17
ORD10858,CUST1426,PROD1028,3,2024-12-31
ORD10859,CUST1379,PROD1033,4,2024-07-22
ORD10860,CUST1197,PROD1033,5,2025-03-05
ORD10861,CUST1294,PROD1027,4,2024-09-16
ORD10862,CUST1439,PROD1012,2,2023-05-13
ORD10863,CUST1318,PROD1014,5,2024-08-05
ORD10864,CUST1301,PROD1022,4,2023-03-24
ORD10865,CUST1343,PROD1043,3,2023-02-26
ORD10866,CUST1010,PROD1025,2,2024-01-11
ORD10867,CUST1061,PROD1003,2,2023-12-15
ORD10868,CUST1332,PROD1025,2,2023-09-28
ORD10869,CUST1225,PROD1039,5,2024-04-27
ORD10870,CUST1152,PROD1008,1,2023-04-21
ORD10871,CUST1198,PROD1004,5,2025-05-18
ORD10872,CUST1051,PROD1031,4,2025-06-05
ORD10873,CUST1259,PROD1019,1,2023-03-17
ORD10874,CUST1058,PROD1049,4,2023-06-07
ORD10875,CUST1071,PROD1010,1,2024-06-15
ORD10876,CUST1147,PROD1014,5,2024-10-04
ORD10877,CUST1348,PROD1031,2,2023-11-25
ORD10878,CUST1062,PROD1027,3,2023-05-02
ORD10879,CUST1309,PROD1021,2,2023-02-10
ORD10880,CUST1372,PROD1040,5,2023-06-16
ORD10881,CUST1242,PROD1016,1,2024-10-03
ORD10882,CUST1492,PROD1025,2,2023-01-23
ORD10883,CUST1365,PROD1043,5,2023-10-06
ORD10884,CUST1329,PROD1006,4,2025-02-01
ORD10885,CUST1106,PROD1041,3,2024-04-13
ORD10886,CUST1225,PROD1025,2,2024-02-04
ORD10887,CUST1312,PROD1024,1,2023-01-09
ORD10888,CUST1217,PROD1009,4,2023-01-13
ORD10889,CUST1424,PROD1044,5,2025-03-29
ORD10890,CUST1240,PROD1018,3,2025-04-11
ORD10891,CUST1258,PROD1010,1,2023-02-21
ORD10892,CUST1375,PROD1012,5,2023-07-28
ORD10893,CUST1261,PROD1007,5,2024-07-03
ORD10894,CUST1004,PROD1039,2,2024-09-03
ORD10895,CUST1260,PROD1003,2,2024-12-05
ORD10896,CUST1053,PROD1046,1,2024-02-06
ORD10897,CUST1046,PROD1030,5,2023-07-10
ORD10898,CUST1214,PROD1027,2,2023-02-20
ORD10899,CUST1176,PROD1010,3,2024-01-28
ORD10900,CUST1008,PROD1042,3,2024-10-14
ORD10901,CUST1098,PROD1000,5,2024-11-10
ORD10902,CUST1019,PROD1048,2,2025-04-02
ORD10903,CUST1377,PROD1046,1,2024-09-12
ORD10904,CUST1240,PROD1037,1,2024-12-19
ORD10905,CUST1060,PROD1023,1,2023-10-27
ORD10906,CUST1378,PROD1046,3,2024-09-13
ORD10907,CUST1489,PROD1030,2,2023-07-15
ORD10908,CUST1418,PROD1040,2,2024-02-21
ORD10909,CUST1177,PROD1045,3,2024-10-25
ORD10910,CUST1337,PROD1049,1,2024-02-24
ORD10911,CUST1061,PROD1025,1,2025-01-24
ORD10912,CUST1144,PROD1048,5,2024-10-01
ORD10913,CUST1215,PROD1049,4,2024-09-08
ORD10914,CUST1002,PROD1004,2,2024-06-05
ORD10915,CUST1159,PROD1019,2,2023-12-22
ORD10916,CUST1226,PROD1040,2,2023-05-28
ORD10917,CUST1485,PROD1010,4,2023-12-31
ORD10918,CUST1268,PROD1032,5,2023-12-30
ORD10919,CUST1119,PROD1049,4,2024-10-13
ORD10920,CUST1380,PROD1037,1,2024-12-02
ORD10921,CUST1494,PROD1026,1,2024-02-06
ORD10922,CUST1088,PROD1033,2,2024-08-28
ORD10923,CUST1328,PROD1014,3,2024-05-06
ORD10924,CUST1067,PROD1031,2,2023-08-17
ORD10925,CUST1397,PROD1020,3,2024-07-28
ORD10926,CUST1356,PROD1045,4,2025-05-01
ORD10927,CUST1097,PROD1004,1,2024-06-20
ORD10928,CUST1266,PROD1005,3,2023-09-25
ORD10929,CUST1104,PROD1037,4,2024-02-09
ORD10930,CUST1439,PROD1021,1,2025-03-03
ORD10931,CUST1322,PROD1017,3,2023-01-11
ORD10932,CUST1122,PROD1013,2,2023-11-16
ORD10933,CUST1475,PROD1009,2,2024-12-13
ORD10934,CUST1028,PROD1045,2,2023-05-06
ORD10935,CUST1136,PROD1012,4,2023-11-02
ORD10936,CUST1194,PROD1030,2,2024-12-02
ORD10937,CUST1408,PROD1029,5,2024-05-25
ORD10938,CUST1225,PROD1002,1,2023-03-30
ORD10939,CUST1331,PROD1029,4,2023-12-21
ORD10940,CUST1169,PROD1005,2,2024-09-19
ORD10941,CUST1008,PROD1028,1,2023-12-18
ORD10942,CUST1462,PROD1007,3,2024-11-19
ORD10943,CUST1039,PROD1043,2,2023-01-14
ORD10944,CUST1024,PROD1044,1,2023-09-14
ORD10945,CUST1260,PROD1042,5,2023-07-28
ORD10946,CUST1394,PROD1043,3,2023-10-08
ORD10947,CUST1442,PROD1032,5,2024-03-18
ORD10948,CUST1225,PROD1016,1,2025-04-19
ORD10949,CUST1471,PROD1047,5,2025-04-16
ORD10950,CUST1123,PROD1010,1,2024-01-24
ORD10951,CUST1462,PROD1012,1,2024-09-08
ORD10952,CUST1037,PROD1049,5,2024-04-27
ORD10953,CUST1327,PROD1010,1,2023-05-27
ORD10954,CUST1250,PROD1030,2,2023-10-06
ORD10955,CUST1388,PROD1027,1,2024-06-04
ORD10956,CUST1175,PROD1043,4,2024-09-21
ORD10957,CUST1089,PROD1005,1,2024-08-28
ORD10958,CUST1401,PROD1040,4,2024-03-09
ORD10959,CUST1453,PROD1015,1,2023-05-24
ORD10960,CUST1036,PROD1003,1,2023-10-16
ORD10961,CUST1315,PROD1034,5,2024-01-21
ORD10962,CUST1175,PROD1047,2,2023-01-14
ORD10963,CUST1460,PROD1025,2,2023-09-14
ORD10964,CUST1283,PROD1011,3,2023-12-12
ORD10965,CUST1452,PROD1010,5,2024-11-28
ORD10966,CUST1460,PROD1036,5,2023-12-11
ORD10967,CUST1080,PROD1024,2,2024-02-04
ORD10968,CUST1113,PROD1017,5,2023-07-26
ORD10969,CUST1039,PROD1018,2,2025-05-07
ORD10970,CUST1300,PROD1022,5,2023-06-21
ORD10971,CUST1223,PROD1037,1,2024-04-08
ORD10972,CUST1317,PROD1017,2,2023-09-27
ORD10973,CUST1348,PROD1025,2,2023-08-09
ORD10974,CUST1114,PROD1005,4,2023-06-01
ORD10975,CUST1185,PROD1003,5,2024-09-14
ORD10976,CUST1322,PROD1043,5,2023-07-02
ORD10977,CUST1055,PROD1028,2,2024-02-03
ORD10978,CUST1039,PROD1033,1,2025-04-30
ORD10979,CUST1353,PROD1016,1,2023-03-13
ORD10980,CUST1039,PROD1042,1,2024-02-22
ORD10981,CUST1346,PROD1042,5,2025-06-16
ORD10982,CUST1460,PROD1015,4,2023-10-10
ORD10983,CUST1236,PROD1001,2,2023-03-15
ORD10984,CUST1288,PROD1033,3,2023-12-21
ORD10985,CUST1261,PROD1007,4,2024-12-27
ORD10986,CUST1215,PROD1012,3,2024-05-11
ORD10987,CUST1146,PROD1041,4,2023-11-24
ORD10988,CUST1335,PROD1007,1,2024-06-18
ORD10989,CUST1167,PROD1029,5,2024-08-02
ORD10990,CUST1091,PROD1031,3,2025-06-28
ORD10991,CUST1352,PROD1035,4,2024-03-22
ORD10992,CUST1058,PROD1046,5,2024-01-08
ORD10993,CUST1058,PROD1029,3,2023-12-28
ORD10994,CUST1303,PROD1000,2,2023-04-03
ORD10995,CUST1168,PROD1042,4,2023-11-17
ORD10996,CUST1268,PROD1038,2,2023-11-20
ORD10997,CUST1362,PROD1016,1,2024-01-19
ORD10998,CUST1044,PROD1019,2,2024-07-28
ORD10999,CUST1344,PROD1023,2,2025-01-05
ORD11000,CUST1180,PROD1049,4,2025-01-06
ORD11001,CUST1169,PROD1021,1,2025-05-30
ORD11002,CUST1355,PROD1028,2,2023-12-12
ORD11003,CUST1190,PROD1021,5,2025-04-28
ORD11004,CUST1154,PROD1043,3,2023-04-13
ORD11005,CUST1421,PROD1008,2,2023-08-03
ORD11006,CUST1187,PROD1036,1,2023-07-11
ORD11007,CUST1006,PROD1009,2,2024-11-02
ORD11008,CUST1132,PROD1035,3,2025-06-02
ORD11009,CUST1234,PROD1036,1,2024-12-19
ORD11010,CUST1044,PROD1027,4,2025-02-19
ORD11011,CUST1313,PROD1027,1,2023-07-13
ORD11012,CUST1248,PROD1041,4,2024-01-15
ORD11013,CUST1498,PROD1042,1,2024-02-07
ORD11014,CUST1030,PROD1020,3,2024-10-25
ORD11015,CUST1022,PROD1023,3,2025-01-18
ORD11016,CUST1425,PROD1041,1,2024-08-22
ORD11017,CUST1393,PROD1039,2,2023-01-11
ORD11018,CUST1159,PROD1001,3,2023-07-06
ORD11019,CUST1362,PROD1007,4,2024-12-26
ORD11020,CUST1436,PROD1047,4,2023-01-15
ORD11021,CUST1157,PROD1026,5,2025-02-16
ORD11022,CUST1038,PROD1021,4,2023-10-24
ORD11023,CUST1414,PROD1036,5,2024-02-15
ORD11024,CUST1081,PROD1026,1,2024-08-07
ORD11025,CUST1355,PROD1028,1,2023-02-21
ORD11026,CUST1257,PROD1002,1,2024-10-01
ORD11027,CUST1205,PROD1043,2,2023-01-28
ORD11028,CUST1076,PROD1012,2,2024-07-30
ORD11029,CUST1476,PROD1044,5,2023-01-17
ORD11030,CUST1011,PROD1009,4,2023-12-17
ORD11031,CUST1294,PROD1035,4,2024-03-03
ORD11032,CUST1449,PROD1008,1,2024-10-11
